int,sp,N1,N2,Ns,Nd,Nr,int_start,int_end,interval_length,M_Koh,R_Koh,...1,Latin,pft
5,licapl,245,234,205,40,29,2000-07-10,2005-07-25,5.041736689055672,1.7021061021018044e-5,1.2340269240238081e-5,29,Licania platypus,ST_DI
5,eugeco,471,432,378,93,54,2000-05-31,2005-06-18,5.051028366731621,4.014213050461382e-5,2.330833384138867e-5,30,Eugenia coloradoensis,ST_DT
5,heisco,461,410,387,74,23,2000-05-09,2005-05-21,5.035577765328064,3.148691136618195e-5,9.786472451651146e-6,31,Heisteria concinna,ST_DT
5,eugene,414,387,349,65,38,2000-05-18,2005-06-01,5.040401032360536,2.758676187656216e-5,1.6127645404759415e-5,32,Eugenia nesiotica,ST_DT
5,pri2co,744,699,647,97,52,2000-03-06,2005-03-09,5.011924822216199,4.0901578148225705e-5,2.192661921348182e-5,33,Prioria copaifera,LD_DI
5,sponra,169,172,96,73,76,2000-07-01,2005-07-14,5.039118948295069,3.5883147740817886e-5,3.7357797647974785e-5,34,Spondias radlkoferi,LD_DT
5,poutre,1058,863,746,312,117,2000-05-17,2005-06-03,5.050674666393572,1.41437894681385e-4,5.303921050551937e-5,35,Pouteria reticulata,ST_DT
5,guapst,29,34,23,6,11,2000-04-28,2005-06-10,5.120667426157998,2.5669958711425447e-6,4.706159097094665e-6,36,Guapira standleyana,ST_DT
5,cordbi,307,230,148,159,82,2000-04-06,2005-04-29,5.065935400511784,8.235969653078352e-5,4.2474812047322316e-5,37,Cordia bicolor,LD_DI
5,zantbe,78,39,11,67,28,2000-04-01,2005-05-11,5.110642781875657,4.966709804913379e-5,2.0756399184712628e-5,38,Zanthoxylum ekmanii,ST_DT
5,annosp,85,93,31,54,62,2000-07-11,2005-07-27,5.046338280782928,3.079912283476785e-5,3.536195584732605e-5,40,Annona spraguei,ST_DT
5,tab2ar,974,1010,789,185,221,2000-04-28,2005-05-12,5.042061381069893,7.970611589539332e-5,9.521649520476717e-5,41,Tabernaemontana arborea,ST_DI
5,jac1co,15,46,6,9,40,2000-04-13,2005-06-06,5.151236847329758,4.888659141113012e-6,2.1727373960502278e-5,42,Jacaranda copaia,LD_DI
5,zantp1,41,91,25,16,66,2000-04-08,2005-06-10,5.174622837903826,7.476180205304983e-6,3.083924334688306e-5,43,Zanthoxylum panamense,ST_DT
5,chr2ar,512,513,428,84,85,2000-05-10,2005-05-26,5.045737859739243,3.5729545716973803e-05,3.6154897451699686e-5,44,Chrysophyllum argenteum,ST_DI
5,eugeoe,1424,1345,1080,344,265,2000-05-14,2005-06-09,5.073309949172996,1.5106927928253925e-4,1.1637604363335145e-4,45,Eugenia oerstediana,ST_DT
5,huracr,3,5,2,1,3,2000-07-19,2005-06-20,4.923835616438356,4.742882663956716e-7,1.4228647991870148e-6,46,Hura crepitans,LD_DT
5,sapiau,15,26,3,12,23,2000-06-14,2005-06-29,5.045423252546541,8.193508321828204e-6,1.5704224283504055e-5,47,Sapium glandulosum,LD_DI
5,apeime,13,58,6,7,52,2000-04-29,2005-04-23,4.9854947131281575,3.7351624734530677e-6,2.7746921231365648e-5,48,Apeiba membranacea,LD_DI
5,ingago,235,209,171,64,38,2000-05-14,2005-05-22,5.024808535740135,2.8815907046813036e-5,1.710944480904524e-5,50,Inga goldmanii,ST_DI
5,ceibpe,9,19,1,8,18,2000-04-29,2005-06-05,5.1038532404069485,6.296725545499074e-6,1.4167632477372918e-5,51,Ceiba pentandra,LD_DT
5,cavapl,2,6,1,1,5,2000-08-16,2005-08-19,5.012328767123288,5.166101648468886e-7,2.583050824234443e-6,52,Cavanillesia platanifolia,LD_DT
5,chr2ca,105,119,83,22,36,2000-06-10,2005-06-24,5.039229500019187,9.573087266669539e-6,1.566505189091379e-5,53,Chrysophyllum cainito,ST_DT
5,lindla,6,1,1,5,0,2000-07-10,2005-09-06,5.16027397260274,3.52021684209676e-6,0,54,Lindackeria laurina,ST_DT
5,virose,691,542,521,170,21,2000-05-04,2005-05-20,5.047986039264078,7.518791680965726e-5,9.287919135310603e-6,83,Virola sebifera,LD_DI
5,pla1pi,82,96,49,33,47,2000-04-13,2005-04-29,5.047346586479565,1.5905195604108666e-5,2.2652854345245678e-5,89,Platymiscium pinnatum,ST_DT
5,lacmpa,24,22,17,7,5,2000-04-13,2005-05-25,5.1194582814445795,3.1267330496036897e-6,2.233380749716921e-6,55,Lacmellea panamensis,LD_DT
5,drypst,1448,1426,1241,207,185,2000-06-23,2005-07-07,5.0418489605364485,8.726723572003057e-5,7.799245704447178e-5,57,Drypetes standleyi,ST_DT
5,myrofr,5,3,3,2,0,2000-06-24,2005-07-26,5.089315068493151,9.54992773635739e-7,0,56,Myrospermum frutescens,ST_DT
5,ingaco,36,38,24,12,14,2000-06-04,2005-06-20,5.0458583673796396,5.559281656881857e-6,6.4858285996954995e-6,58,Inga cocleensis,ST_DI
5,posola,41,41,37,4,4,2000-05-17,2005-05-22,5.014700968927501,1.661528439588985e-6,1.661528439588985e-6,59,Posoqueria latifolia,ST_DT
5,casesy,70,62,45,25,17,2000-04-09,2005-05-05,5.075033141847109,1.167291574664298e-5,7.937582707717228e-6,60,Casearia sylvestris,ST_DT
5,pla2el,50,55,36,14,19,2000-05-11,2005-05-21,5.027726027397264,6.324967840332163e-6,8.583884926165078e-6,61,Platypodium elegans,ST_DT
5,cordal,28,74,12,16,62,2000-05-07,2005-05-17,5.028235574125979,8.684227214099584e-6,3.365138045463589e-5,62,Cordia alliodora,ST_DT
5,dio2ar,57,61,47,10,14,2000-04-27,2005-05-04,5.019899062725306,4.2976651949335575e-6,6.016731272906981e-6,63,Diospyros artanthifolia,ST_DT
5,tratas,8,11,2,6,9,2000-03-22,2005-06-10,5.223225404732251,3.729732191541828e-6,5.594598287312742e-6,64,Trattinnickia aspera,LD_DT
5,apeiti,6,11,1,5,10,2000-05-11,2005-06-07,5.076131174761312,3.5688829475469697e-6,7.1377658950939395e-6,65,Apeiba tibourbou,LD_DT
5,gar2in,3808,3923,3417,391,506,2000-05-25,2005-06-06,5.035239507565068,1.621199009214307e-4,2.0980222472185151e-4,72,Garcinia intermedia,ST_DT
5,poutst,34,28,24,10,4,2000-04-15,2005-04-09,4.986554621848739,4.587656391981518e-6,1.8350625567926072e-6,87,Pouteria stipitata,ST_DI
5,tab1gu,28,30,24,4,6,2000-04-03,2005-04-15,5.034696673189828,1.68860698609173e-6,2.532910479137595e-6,66,Tabebuia guayacan,ST_DT
5,ingafa,46,35,33,13,2,2000-04-30,2005-05-03,5.011631072917553,5.899434931961321e-6,9.076053741478956e-7,67,Inga laurina,ST_DT
5,sterap,19,15,13,6,2,2000-05-22,2005-06-11,5.057072819033884,2.747205603470513e-6,9.157352011568377e-7,69,Sterculia apetala,LD_DT
5,cassel,784,819,695,89,124,2000-04-22,2005-05-09,5.0495677512311605,3.697407069029679e-5,5.151443556850339e-5,70,Cassipourea elliptica,ST_DI
5,calolo,974,1279,803,171,476,2000-04-25,2005-04-26,5.004161683039718,7.372110115411476e-5,2.0521195408981652e-4,71,Calophyllum longifolium,ST_DI
5,hyeral,26,33,16,10,17,2000-05-09,2005-06-15,5.104700322508537,4.717806586862726e-6,8.020271197666635e-6,73,Hieronyma alchorneoides,ST_DT
5,zuelgu,23,23,16,7,7,2000-06-25,2005-06-12,4.967361524717093,3.2408418824502366e-6,3.2408418824502366e-6,74,Zuelania guidonia,ST_DT
5,cecrin,330,586,40,290,546,2000-06-11,2005-07-09,5.08065187854987,2.243248775466978e-4,4.2234959703619655e-4,75,Cecropia insignis,LD_DT
5,hassfl,183,161,118,65,43,2000-05-09,2005-05-29,5.057596549003413,3.0415947805937212e-5,2.0121319317773848e-5,76,Hasseltia floribunda,ST_DI
5,sponmo,40,50,19,21,31,2000-04-05,2005-05-02,5.077684931506849,1.0909556573995493e-5,1.6104583513993347e-5,77,Spondias mombin,LD_DT
5,ingama,242,261,112,130,149,2000-05-22,2005-06-27,5.100163137797873,6.785935306427072e-5,7.777725851212567e-5,78,Inga marginata,ST_DI
5,allops,57,45,33,24,12,2000-05-20,2005-06-15,5.072613954978771,1.1644254055726696e-5,5.822127027863348e-6,79,Allophylus psilospermus,ST_DI
5,virosp,7,6,5,2,1,2000-04-11,2005-04-05,4.984801043705151,9.138070971746237e-7,4.5690354858731187e-7,81,Virola multiflora,LD_DT
5,sympgl,112,108,87,25,21,2000-06-21,2005-07-03,5.037317895194609,1.095526774015519e-5,9.20242490173036e-6,82,Symphonia globulifera,ST_DI
5,mar1la,13,12,10,3,2,2000-07-27,2005-07-31,5.0135932560590115,1.3256077768789073e-6,8.837385179192716e-7,139,Marila laxiflora,ST_DT
5,aspicr,368,356,319,49,37,2000-06-09,2005-06-26,5.049914759989561,2.0533893024121947e-5,1.5505184528418616e-5,85,Aspidosperma spruceanum,ST_DI
5,dendar,9,8,7,2,1,2000-04-06,2005-04-10,5.015791476407915,8.796619318609567e-7,4.3983096593047834e-7,86,Dendropanax arboreus,LD_DT
5,andiin,184,175,161,23,14,2000-06-10,2005-06-28,5.050284948523779,9.602548554638193e-6,5.845029554997161e-6,88,Andira inermis,ST_DT
5,ast2gr,31,51,25,6,26,2000-04-07,2005-04-19,5.034611352274006,2.5932489714627403e-6,1.1237412209671874e-5,91,Astronium graveolens,ST_DT
5,hirtam,20,16,15,5,1,2000-08-04,2005-08-04,5.002123287671233,2.2355772427257747e-6,4.4711544854515496e-7,92,Hirtella americana,ST_DT
5,tropra,217,193,170,47,23,2000-06-06,2005-06-28,5.063117188197607,2.042728901174975e-5,9.996332920643495e-6,94,Trophis racemosa,ST_DT
5,protpa,2464,2417,2108,356,309,2000-04-20,2005-05-01,5.032985385203267,1.5044703264246117e-4,1.3058464350146207e-4,95,Protium panamense,LD_DI
5,unonpi,329,309,229,100,80,2000-05-20,2005-06-09,5.058759349667769,4.548127433492615e-5,3.6385019467940916e-5,99,Unonopsis pittieri,LD_DI
5,maquco,920,837,786,134,51,2000-05-15,2005-06-01,5.049319526543008,5.6478622822641534e-5,2.1495595253393417e-5,97,Maquira guianensis,ST_DI
5,gar2ma,336,352,310,26,42,2000-04-16,2005-05-06,5.059288456976815,1.0612877210890196e-5,1.7143878571438008e-5,98,Garcinia madruno,ST_DI
5,macrgl,49,50,42,7,8,2000-07-31,2005-08-07,5.023067374895164,2.961799282927077e-6,3.384913466202374e-6,100,Macrocnemum roseum,LD_DT
5,cordla,647,615,452,195,163,2000-05-10,2005-05-21,5.0328249618334935,8.900763945940274e-5,7.44012575993982e-5,110,Cordia lasiocalyx,LD_DT
5,cupala,25,26,16,9,10,2000-06-08,2005-07-02,5.067991570073765,4.214701240716229e-6,4.6830013785735874e-6,102,Cupania latifolia,ST_DT
5,xyl1ma,801,934,672,129,262,2000-05-29,2005-06-12,5.0413185118730715,5.4841265633422524e-5,1.1138303562757133e-4,104,Xylopia macrantha,ST_DI
5,geniam,36,32,30,6,2,2000-06-18,2005-07-02,5.041904490106545,2.5570972755393084e-6,8.523657585131028e-7,105,Genipa americana,ST_DT
5,ingasp,4,8,2,2,6,2000-06-04,2005-06-21,5.0479452054794525,1.0264194399553138e-6,3.0792583198659413e-6,106,Inga spectabilis,ST_DT
5,hampap,15,119,5,10,114,2000-06-27,2005-06-04,4.940292390928973,5.9816194779073754e-6,6.819046204814409e-5,107,Hampea appendiculata,LD_DI
5,nectci,128,120,84,44,36,2000-02-23,2005-03-05,5.03214897260274,2.0556032752561064e-5,1.6818572252095415e-5,111,Nectandra cissiflora,ST_DI
5,maytsc,40,38,33,7,5,2000-06-27,2005-07-13,5.046297764960342,2.9923133735442066e-6,2.137366695388719e-6,113,Maytenus schippii,ST_DI
5,phoeci,35,38,14,21,24,2000-05-14,2005-06-16,5.093498815531978,1.1524896994383635e-5,1.3171310850724154e-5,114,Cinnamomum triplinerve,LD_DT
5,licahy,97,97,82,15,15,2000-05-22,2005-06-03,5.034401920632681,6.366723167672123e-6,6.366723167672123e-6,115,Licania hypoleuca,ST_DI
5,tachve,2172,1907,1536,636,371,2000-04-30,2005-05-15,5.046014240899575,2.882561527303539e-4,1.6814942242603976e-4,116,Tachigali versicolor,ST_DT
5,protco,483,420,349,134,71,2000-05-10,2005-05-31,5.058197339686319,6.010571006596996e-5,3.184705533346169e-5,117,Protium costaricense,ST_DI
5,celtsc,37,36,31,6,5,2000-05-30,2005-06-17,5.05266567937801,2.546435329759503e-6,2.122029441466253e-6,118,Celtis schippii,ST_DT
5,ormocr,67,86,66,1,20,2000-07-17,2005-08-01,5.043934992130772,3.9890972066026346e-7,7.978194413205268e-6,129,Ormosia coccinea,ST_DT
5,turpoc,6,19,2,4,17,2000-06-17,2005-07-21,5.095818312905552,2.3272204936096914e-6,9.890687097841189e-6,122,Turpinia occidentalis,LD_DT
5,tremmi,5,14,0,5,14,2000-05-04,2005-08-07,5.261369863013699,1e-5,2.8000000000000003e-5,123,Trema micrantha,LD_DT
5,ingasa,110,80,63,47,17,2000-04-23,2005-05-19,5.073072851805726,2.288959039066023e-5,8.279213545557956e-6,124,Inga sapindoides,ST_DI
5,ocotce,167,182,103,64,79,2000-05-12,2005-05-27,5.042718777408305,3.052270051117104e-5,3.7676458443476753e-5,125,Ocotea cernua,LD_DT
5,guargr,39,31,26,13,5,2000-05-04,2005-05-18,5.040753707921184,6.028412037380669e-6,2.3186200143771805e-6,126,Guarea grandifolia,ST_DT
5,ingapu,10,20,4,6,16,2000-04-14,2005-04-25,5.031780821917808,3.3296517216969406e-6,8.879071257858508e-6,127,Inga punctata,ST_DT
5,nectgl,83,95,38,45,57,2000-06-27,2005-07-05,5.024700966808837,2.3903697591324476e-5,3.0278016949011002e-5,128,Nectandra lineata,ST_DT
5,micoar,435,387,121,314,266,2000-05-24,2005-06-08,5.044483747294879,1.9491486140281393e-4,1.6511895902276595e-4,130,Miconia argentea,ST_DT
5,ficuc2,4,2,2,2,0,2000-06-04,2005-06-14,5.031506849315068,1.0295471721302708e-6,0,131,Ficus costaricana,LD_DT
5,ficuin,13,13,9,4,4,2000-06-20,2005-06-27,5.021917808219178,1.8357911852943088e-6,1.8357911852943088e-6,132,Ficus insipida,LD_DT
5,ormoma,98,100,84,14,16,2000-04-21,2005-05-04,5.037151244059269,5.907288329086789e-6,6.751186661813473e-6,133,Ormosia macrocalyx,ST_DT
5,termam,8,11,4,4,7,2000-05-03,2005-05-23,5.058032378580321,2.049019050390891e-6,3.5857833381840594e-6,137,Terminalia amazonia,ST_DT
5,tri2pa,324,281,235,89,46,2000-05-05,2005-05-23,5.053584056602471,3.989950558067825e-5,2.062221636754157e-5,134,Trichilia pallida,ST_DT
5,ficubu,1,3,0,1,3,2000-02-24,2005-04-23,5.1662100456621,2e-6,6e-6,135,Ficus bullenei,LD_DT
5,pse1se,5,23,3,2,20,2000-05-05,2005-07-04,5.168314472900534,9.411050733611205e-7,9.411050733611206e-6,138,Pseudobombax septenatum,LD_DT
5,ocotpu,92,93,47,45,46,2000-05-22,2005-06-09,5.052377887503443,2.2904051658497212e-5,2.3413030584241595e-5,143,Ocotea puberula,LD_DI
5,ingaru,4,4,2,2,2,2000-05-04,2005-08-14,5.280821917808219,9.840642391981386e-7,9.840642391981386e-7,145,Inga ruiziana,ST_DT
5,cuparu,84,78,57,27,21,2000-05-14,2005-05-16,5.0086030407948225,1.2515805633513133e-5,9.734515492732436e-6,146,Cupania rufescens,ST_DT
5,vochfe,7,9,4,3,5,2000-04-20,2005-06-24,5.181952598390956,1.433128546177105e-6,2.3885475769618418e-6,148,Vochysia ferruginea,LD_DI
5,coccco,74,77,50,24,27,2000-05-14,2005-05-31,5.048303418166433,1.1058464389202712e-5,1.2440772437853051e-5,150,Coccoloba coronata,ST_DT
5,laetpr,4,2,2,2,0,2000-06-10,2005-07-17,5.103424657534247,1.0160019932024705e-6,0,152,Laetia procera,ST_DT
5,entesc,5,4,3,2,1,2000-04-18,2005-04-02,4.95917808219178,9.787853499062983e-7,4.893926749531492e-7,154,Enterolobium schomburgkii,ST_DT
5,cedrod,3,6,0,3,6,2000-05-22,2005-06-24,5.094063926940639,6e-6,1.2e-5,155,Cedrela odorata,LD_DT
5,ingaqu,384,337,304,80,33,2000-05-19,2005-06-03,5.044355221840571,3.475667837932747e-5,1.433712983147258e-5,156,Inga nobilis,ST_DT
5,pourbi,36,76,23,13,53,2000-02-10,2005-02-11,5.009388768725471,6.159897367820041e-6,2.5113427730343245e-5,157,Pourouma bicolor,LD_DI
5,ingath,61,102,35,26,67,2000-02-14,2005-02-27,5.042795559724002,1.2725968757648251e-5,3.2793842567785876e-5,159,Inga thibaudiana,ST_DI
5,sipagu,5,4,4,1,0,2000-01-24,2005-01-27,5.012876712328771,4.353785865220261e-7,0,170,Siparuna guianensis,ST_DT
5,ochrpy,2,1,0,2,1,2000-01-06,2005-04-01,5.238356164383561,4e-6,2e-6,161,Ochroma pyramidale,LD_DT
5,oenoma,32,28,11,21,17,2000-05-09,2005-05-07,4.997358121330721,1.2313219448577932e-5,9.967844315515468e-6,165,Oenocarpus mapora,ST_DT
5,ery2ma,210,208,147,63,61,2000-05-19,2005-06-05,5.04792789402378,2.865206744500479e-5,2.7742478002306227e-5,171,Erythroxylum macrophyllum,ST_DT
5,nectpu,53,48,35,18,13,2000-03-30,2005-04-12,5.036900146463343,8.382352033724546e-6,6.053920913245505e-6,174,Nectandra purpurea,LD_DI
5,socrex,42,28,13,29,15,2000-03-04,2005-04-05,5.092498369210697,1.7278120790211034e-5,8.936959029419501e-6,163,Socratea exorrhiza,LD_DI
5,perexa,163,149,140,23,9,2000-02-21,2005-03-09,5.0505986911087755,9.67169957467347e-6,3.7845780944374448e-6,173,Perebea xanthochyma,ST_DI
5,schipa,6,8,5,1,3,2000-03-04,2005-03-20,5.048972602739726,4.255969685126013e-7,1.276790905537804e-6,176,Schizolobium parahyba,LD_DT
6,aegipa,10,12,3,7,9,2005-06-03,2010-04-09,4.852191780821918,4.394824978376151e-6,5.650489257912194e-6,168,Aegiphila panamensis,ST_DT
6,beilpe,1577,1461,1250,327,211,2005-05-15,2010-05-07,4.981216786092539,1.4375917294848586e-4,9.276203514413001e-5,16,Beilschmiedia pendula,ST_DI
6,tet2pa,3642,3783,3050,592,733,2005-05-26,2010-05-12,4.9650198716491625,2.55650293743996e-4,3.165399751931572e-4,39,Tetragastris panamensis,ST_DI
6,alsebl,5831,5989,4820,1011,1169,2005-05-26,2010-05-15,4.972147029155927,4.381672329978028e-4,5.066444068985475e-4,25,Alseis blackiana,ST_DT
6,ocotob,108,172,50,58,122,2005-06-17,2010-06-09,4.9789199202388135,3.095396048844143e-5,6.511005482051474e-5,109,Ocotea oblonga,LD_DT
6,solaha,45,42,8,37,34,2005-05-22,2010-05-08,4.965949119373778,2.6439207259942985e-5,2.429548775238004e-5,167,Solanum hayesii,LD_DI
6,quaras,1032,1060,885,147,175,2005-06-18,2010-06-10,4.97975722348783,6.271863818592982e-5,7.466504545944025e-5,1,Quararibea asterolepis,LD_DT
6,gustsu,54,42,18,36,24,2005-05-29,2010-05-23,4.986468072769441,2.1355589971836604e-5,1.4237059981224402e-5,2,Gustavia superba,ST_DT
6,pterro,1143,978,845,298,133,2005-05-10,2010-05-02,4.978359577479065,1.34584623501902e-4,6.006629169715761e-5,3,Pterocarpus rohrii,LD_DI
6,virosu,15,18,10,5,8,2005-05-05,2010-04-28,4.981156773211568,2.345247520583178e-6,3.7523960329330846e-6,4,Virola surinamensis,LD_DI
6,simaam,1037,1139,610,427,529,2005-05-03,2010-04-29,4.9941533531271025,2.0905937062100778e-4,2.5899861137825084e-4,5,Simarouba amara,LD_DI
6,protte,2006,2092,1644,362,448,2005-07-16,2010-07-03,4.965620820035507,1.5761205916583224e-4,1.9505580802843325e-4,6,Protium tenuifolium,ST_DI
6,brosal,415,389,356,59,33,2005-05-29,2010-05-21,4.980739947499962,2.5164791421898887e-5,1.4075222320723105e-5,7,Brosimum alicastrum,ST_DT
6,ingape,78,98,55,23,43,2005-09-08,2010-08-23,4.958778664258117,1.0612873744259611e-5,1.984145960883319e-5,8,Inga pezizifera,ST_DI
6,poular,131,117,69,62,48,2005-06-27,2010-05-19,4.896573063382645,3.2152033261901595e-5,2.489189671889156e-5,9,Poulsenia armata,LD_DI
6,casear,31,50,16,15,34,2005-04-14,2010-04-24,5.02877065841803,7.640929581848591e-6,1.7319440385523473e-5,10,Casearia arborea,ST_DT
6,hirttr,2939,2729,2466,473,263,2005-05-26,2010-05-14,4.9707492150585475,2.0387903361705653e-4,1.1336191509785596e-4,11,Hirtella triandra,ST_DI
6,ocotwh,141,183,87,54,96,2005-07-18,2010-07-16,4.995938987661518,2.5979321103517104e-5,4.6185459739585965e-5,12,Ocotea whitei,ST_DI
6,guatdu,471,499,323,148,176,2005-05-25,2010-05-23,4.997431957828355,6.84849549516206e-5,8.144156805057587e-5,13,Guatteria dumetorum,LD_DI
6,anacex,4,5,1,3,4,2005-09-01,2010-06-18,4.795205479452055,2.0085021076072634e-6,2.678002810143018e-6,14,Anacardium excelsum,LD_DT
6,tri2tu,8439,8087,7141,1298,946,2005-06-30,2010-06-16,4.9646062076924675,5.583375218366715e-4,4.069239565928284e-4,15,Trichilia tuberculata,ST_DT
6,guarsp,632,552,469,163,83,2005-06-02,2010-05-22,4.974009607386356,7.357278516598814e-5,3.746344275323322e-5,80,Guarea bullata,ST_DI
6,guargu,1149,1264,924,225,340,2005-06-23,2010-06-08,4.962389538373176,9.873813642659817e-5,1.4920429504463724e-4,17,Guarea guidonia,ST_DI
6,zantpr,42,42,30,12,12,2005-06-05,2010-05-30,4.985127201565558,5.482495831396171e-6,5.482495831396171e-6,18,Zanthoxylum acuminatum,ST_DT
6,termob,23,27,19,4,8,2005-08-01,2010-07-11,4.944570180663091,1.743511471443787e-6,3.487022942887574e-6,19,Terminalia oblonga,ST_DI
6,guazul,19,23,8,11,15,2005-07-08,2010-06-05,4.911457321087111,6.136285837668984e-6,8.367662505912251e-6,20,Guazuma ulmifolia,ST_DT
6,tab1ro,132,136,95,37,41,2005-05-30,2010-05-27,4.99532268698264,1.682353866468439e-5,1.8642299601407026e-5,21,Tabebuia rosea,ST_DI
6,sloate,303,291,276,27,15,2005-05-14,2010-05-04,4.973427985363143,1.1266225622208074e-5,6.2590142345600415e-6,22,Sloanea terniflora,ST_DI
6,alchco,60,154,22,38,132,2005-06-06,2010-06-08,5.009573029710013,2.1779517554397227e-5,7.565516624159037e-5,23,Alchornea costaricensis,LD_DT
6,loncla,423,425,307,116,118,2005-05-06,2010-04-29,4.983689810131768,5.269744868955915e-5,5.360602539110328e-5,24,Lonchocarpus heptaphyllus,ST_DT
6,luehse,64,88,21,43,67,2005-06-22,2010-06-10,4.971104452054795,2.570481078969817e-5,4.005168192813436e-5,26,Luehea seemannii,LD_DT
6,tripcu,56,52,30,26,22,2005-07-10,2010-06-21,4.950963420141497,1.3265776578877155e-5,1.1224887874434517e-5,27,Triplaris cumingiana,ST_DT
6,cecrob,86,87,3,83,84,2005-06-14,2010-06-16,5.007676871981341,8.399652014534719e-5,8.50085264121586e-5,28,Cecropia obtusifolia,LD_DT
6,licapl,234,218,192,42,26,2005-07-25,2010-07-04,4.945737720590053,1.835020013085218e-5,1.1359647700051349e-5,29,Licania platypus,ST_DI
6,eugeco,432,427,356,76,71,2005-06-18,2010-06-11,4.983985559939968,3.290056013947857e-5,3.073604960398656e-5,30,Eugenia coloradoensis,ST_DT
6,heisco,410,348,329,81,19,2005-05-21,2010-05-04,4.957060420675062,3.5612510752273216e-5,8.35355190485421e-6,31,Heisteria concinna,ST_DT
6,eugene,387,404,326,61,78,2005-06-01,2010-05-21,4.973989179739888,2.623630269677316e-5,3.354805918603781e-5,32,Eugenia nesiotica,ST_DT
6,pri2co,699,654,609,90,45,2005-03-09,2010-03-04,4.988606697335801,3.809724874292993e-5,1.9048624371464966e-5,33,Prioria copaifera,LD_DI
6,sponra,172,174,78,94,96,2005-07-14,2010-06-19,4.931806564064255,5.0963362011583226e-5,5.2047688862893504e-5,34,Spondias radlkoferi,LD_DT
6,poutre,863,747,635,228,112,2005-06-03,2010-05-19,4.960951727140099,1.0350400983698914e-4,5.084407500764379e-5,35,Pouteria reticulata,ST_DT
6,guapst,34,28,22,12,6,2005-06-10,2010-06-20,5.029734085414984,5.637833741070558e-6,2.818916870535279e-6,36,Guapira standleyana,ST_DT
6,cordbi,230,250,110,120,140,2005-04-29,2010-04-22,4.983600238237048,6.328376543213845e-5,7.383105967082819e-5,37,Cordia bicolor,LD_DI
6,zantbe,39,72,8,31,64,2005-05-11,2010-05-20,5.026911368692189,2.108374878225576e-5,4.352773942143125e-5,38,Zanthoxylum ekmanii,ST_DT
6,annosp,93,120,25,68,95,2005-07-27,2010-06-13,4.881545146560613,4.38864742700686e-5,6.131198611259585e-5,40,Annona spraguei,ST_DT
6,tab2ar,1010,1090,791,219,299,2005-05-12,2010-05-04,4.981981716080366,9.670628344772511e-5,1.3203277968433703e-4,41,Tabernaemontana arborea,ST_DI
6,jac1co,46,82,14,32,68,2005-06-06,2010-06-05,4.998107177617343,1.9485853808401615e-5,4.140743934285343e-5,42,Jacaranda copaia,LD_DI
6,zantp1,91,144,45,46,99,2005-06-10,2010-05-20,4.945060590094839,2.4156732312700887e-5,5.19894891077693e-5,43,Zanthoxylum panamense,ST_DT
6,chr2ar,513,541,431,82,110,2005-05-26,2010-05-11,4.962868125419518,3.538213726707128e-5,4.7463842675339524e-5,44,Chrysophyllum argenteum,ST_DI
6,eugeoe,1345,1396,1012,333,384,2005-06-09,2010-06-03,4.985541028112975,1.4918955006122122e-4,1.7203840007059745e-4,45,Eugenia oerstediana,ST_DT
6,huracr,5,3,1,4,2,2005-06-20,2010-05-30,4.94648401826484,2.7773999151596565e-6,1.3886999575798282e-6,46,Hura crepitans,LD_DT
6,sapiau,26,21,7,19,14,2005-06-29,2010-07-08,5.025600883135135,1.1949413366247163e-5,8.804830901445278e-6,47,Sapium glandulosum,LD_DI
6,apeime,58,76,26,32,50,2005-04-23,2010-04-28,5.016044303010716,1.7146972815850023e-5,2.679214502476566e-5,48,Apeiba membranacea,LD_DI
6,ingago,209,186,154,55,32,2005-05-22,2010-05-14,4.981761729676702,2.485382012757705e-5,1.4460404437863012e-5,50,Inga goldmanii,ST_DI
6,ceibpe,19,16,3,16,13,2005-06-05,2010-05-06,4.920043258832016,1.1887309249185851e-5,9.658438764963504e-6,51,Ceiba pentandra,LD_DT
6,cavapl,6,15,2,4,13,2005-08-19,2010-07-06,4.8821004566210044,2.4180795352854007e-6,7.858758489677552e-6,52,Cavanillesia platanifolia,LD_DT
6,chr2ca,119,142,99,20,43,2005-06-24,2010-06-04,4.9472931059361835,8.689293296533542e-6,1.8681980587547115e-5,53,Chrysophyllum cainito,ST_DT
6,lindla,1,4,0,1,4,2005-09-06,2010-04-26,4.63972602739726,2e-6,8e-6,54,Lindackeria laurina,ST_DT
6,virose,542,456,414,128,42,2005-05-20,2010-05-11,4.9787004569757265,5.7097087256107395e-5,1.8734981755910238e-5,83,Virola sebifera,LD_DI
6,pla1pi,96,117,58,38,59,2005-04-29,2010-04-19,4.9745258166491,1.849641820618357e-5,2.871812300433765e-5,89,Platymiscium pinnatum,ST_DT
6,lacmpa,22,22,16,6,6,2005-05-25,2010-05-16,4.978206724782074,2.726523984772904e-6,2.7265239847729043e-6,55,Lacmellea panamensis,LD_DT
6,drypst,1426,1372,1220,206,152,2005-07-07,2010-06-22,4.96226402100241,8.827692054122797e-5,6.513636855469248e-5,57,Drypetes standleyi,ST_DT
6,ingaco,38,40,22,16,18,2005-06-20,2010-06-17,4.994080749819752,7.878352519468426e-6,8.86314658440198e-6,58,Inga cocleensis,ST_DI
