pft,R_Koh_m2_yr,R_Koh_ha_yr
LD_DI,0.006434008951263164,64.34008951263165
LD_DT,0.005080562427300757,50.80562427300757
ST_DI,0.014091998849480593,140.91998849480592
ST_DT,0.01839189071010306,183.9189071010306
