"","pft","R","simYr","model"
"1","LD_DI",13.5420931667495,10,"BCI obs."
"2","LD_DT",8.05774484745838,10,"BCI obs."
"3","ST_DI",23.6594302201074,10,"BCI obs."
"4","ST_DT",34.2263125108084,10,"BCI obs."
