cen,sp,M
2,turpoc,0.174896627133215
2,uniden,0
2,unonpi,0.022111563644878
2,urerba,0.260599081522923
2,verbgi,NA
2,virose,0.023389247199694
2,virosp,0.017095746723078
2,virosu,0.026934621946991
2,vismba,0.051585739661526
2,vismbi,0
2,vismma,NA
2,vochfe,0.034999797802554
2,xyl1ma,0.00613783361518
2,xyl2ch,Inf
2,xyl2ol,0.032281949123939
2,zantbe,0.203129248544117
2,zantp1,0.068727858814669
2,zantpr,0.061107721281683
2,zantse,NA
2,zuelgu,0.048783484607526
3,acacme,0
3,acaldi,0.09287658439132
3,acalma,0.09757144446474
3,ade1tr,0.07353115173312
3,aegipa,0.087351421804662
3,alchco,0.111809493891634
3,alchla,0
3,alibed,0.012019847348288
3,allops,0.061135516012325
3,alsebl,0.013525191461116
3,amaico,0.010770884083623
3,anacex,NA
3,anaxpa,0.00350967219284
3,andiin,0.007497984243341
3,annoac,0.019465492554331
3,annoha,NA
3,annosp,0.08072760992858
3,apeihy,NA
3,apeime,0.118831578494426
3,apeiti,0.106531380084805
3,aphesi,0.03762313481299
3,appuse,0
3,ardiba,Inf
3,ardife,0.003061072871456
3,ardigu,0.024351852823136
3,aspicr,0.012465331109649
3,ast2gr,0.011380091559564
3,banagu,0.085047548279005
3,beilpe,0.021615169528517
3,bertgu,0
3,boropa,0
3,brosal,0.008023897101874
3,brosgu,0
3,calolo,0.025194240889138
3,cappfr,0.006270641182055
3,carica,NA
3,caseac,0.020859590584554
3,casear,0.084790558009387
3,caseco,0
3,casegu,0.02484645344038
3,casesy,0.038486682924617
3,cassel,0.006152424240454
3,cavapl,0
3,cecrin,0.321180283748313
3,cecrlo,NA
3,cecrob,0.205152689856855
3,cedrod,0.177597049069108
3,ceibpe,0.200106171166212
3,celtsc,0.025519513698658
3,cespma,0.08477168330653
3,cestme,0.140721360690702
3,cha2sc,0.011023614997427
3,chimpa,0
3,chr1ec,0.012494637750746
3,chr2ar,0.010873801157619
3,chr2ca,0.016116989978854
3,clidde,Inf
3,clidoc,Inf
3,clidse,NA
3,cnempe,Inf
3,coccco,0.034085441017299
3,coccma,0.007696133152255
3,colugl,NA
3,conobr,0
3,conoci,0.123840613766139
3,cordal,0.084565151358925
3,cordbi,0.069278917963107
3,cordla,0.028669806103425
3,cou2cu,0.010233759698824
3,couthe,NA
3,crotbi,0.226717513463735
3,cupaci,0
3,cupala,0.046820151560278
3,cuparu,0
3,cupasy,0.002203225963804
3,cyphha,Inf
3,dendar,0.095520262469419
3,des2pa,0.022278967883858
3,dio2ar,0
3,diptpa,0.043360530561517
3,drypst,0.015280603246364
3,entesc,0
3,ery1co,0.044941734637671
3,ery2ma,0.040339601843849
3,ery2pa,0.024813188364925
3,eugeco,0.023163161183253
3,eugega,0.011774150142179
3,eugene,0.007193986639032
3,eugeoe,0.027225411760688
3,faraoc,0.0085573903607
3,gar2in,0.011071714657525
3,gar2ma,0.059384245480165
3,geniam,0.019474060585202
3,guapst,0.015478132402404
3,guargr,0.017160911167442
3,guargu,0.019002026196874
3,guarsp,0.029886330820943
3,guatdu,0.038137830832446
3,guazul,0.085478431131185
3,guetfo,0.025900571907546
3,gustsu,0.025012784249997
3,hameax,0.087783759127793
3,hamepa,0.14442213787765
3,hampap,0.177059975851654
3,hassfl,0.073811632247345
3,heisac,0.020967582978168
3,heisco,0.007585623364923
3,herrpu,0.009710938127456
3,hirtam,0.043636523581849
3,hirttr,0.012713698305946
3,huracr,0.107793089768634
3,hybapr,0.02955518781592
3,hyeral,0.066126622040261
3,ingaco,0.051501612553012
3,ingafa,0.02298338696463
3,ingago,0.031942738583778
3,ingam1,NA
3,ingama,0.092449251128505
3,ingami,0.032310604250561
3,ingape,0.042483291902814
3,ingapu,0.042331444224145
3,ingaqu,0.01657611437471
3,ingaru,0.020048820675855
3,ingas1,0.008200209738139
3,ingasa,0.018538558286708
3,ingasp,0.106946611876951
3,ingath,0
3,ingaum,0.020887306441556
3,jac1co,0.143864761093607
3,koanwe,0.114244463893636
3,laciag,0.028184101189497
3,lacmpa,0.007338375002881
3,laetpr,0.143004734985254
3,laetth,0.029720734169008
3,lafopu,NA
3,leandi,Inf
3,licahy,0.002210775882387
3,licapl,0.017143890717949
3,lindla,0.085456509369017
3,loncla,0.02370839413909
3,lopida,NA
3,lozapi,0.144890504215673
3,luehse,0.094020337772763
3,lycima,NA
3,maclti,NA
3,macrgl,0.02848768818586
3,malmsp,0.002992930703502
3,malpro,0.019213939964496
3,maquco,0.007134368220035
3,mar1la,0
3,margno,0.145731476586283
3,maytsc,0.004239657363327
3,micoaf,0.036442884096402
3,micoar,0.153904363293471
3,micodo,NA
3,micoel,0.020810701257772
3,micoho,0
3,micoim,0
3,micone,0.114086703073962
3,micopr,0
3,mourmy,0.028653235572293
3,myrcga,0.051644365238147
3,myrofr,0
3,nectci,0.031659140063512
3,nectgl,0.022711654660976
3,nectpu,0.006719650191791
3,nects1,0.292304237494034
3,nects3,NA
3,neeaam,0.040695834682223
3,ochrpy,Inf
3,ocotce,0.01451761389396
3,ocotob,0.057324114055494
3,ocotpu,0.029287716210539
3,ocotwh,0.083520778919759
3,olmeas,0.070878994214493
3,oreoca,NA
3,ormoam,0
3,ormocr,0
3,ormoma,0
3,ouralu,0.0113814767114
3,paligu,0.2728111090173
3,pentma,0.027289762707814
3,perexa,0.025746914578559
3,phoeci,0.028413615146061
3,picrla,0.028349152178825
3,pipea1,0.107415842687849
3,pipeae,0.099831610027512
3,pipeca,0.289919275922725
3,pipeco,0.217555563436862
3,pipecu,0.105866465660763
3,pipeim,0.143725238546421
3,pipepe,0.072552088408293
3,pipere,0.026805133460625
3,pit1ma,NA
3,pit1ru,0
3,pla1pi,0.043968229570292
3,pla2el,0.070282980159417
3,pochqu,NA
3,pochse,0
3,posola,0.012907789915946
3,poular,0.054819509675238
3,pourbi,0.009977411664727
3,poutfo,0
3,poutre,0.022487403997305
3,poutst,0.007639872171714
3,pri2co,0.006195071595001
3,protco,0.023793063885008
3,protpa,0.016939792403813
3,protsp,0
3,protte,0.016360942257744
3,pse1se,0.07469070248459
3,psidfr,0.017284608393477
3,psycac,0.173549936476274
3,psycb1,0
3,psycch,0.106079137558576
3,psycde,0.158501928718188
3,psycfu,Inf
3,psycg1,0.079950490816614
3,psycg2,0.144938890911418
3,psycg3,0.061372374398826
3,psycho,0.058082471940915
3,psycli,0.011375261446427
3,psycma,0.060169981082421
3,psycpi,0.084353216671639
3,psycps,NA
3,psycra,Inf
3,pterof,0
3,pterro,0.021353734784023
3,quaras,0.01650214260084
3,quasam,0.012689822513795
3,randar,0.017258100698427
3,randfo,0
3,rauvli,NA
3,rinosy,0.016558762134079
3,sapiau,0.145037492326697
3,sapisp,NA
3,sch2mo,NA
3,schipa,0
3,sennda,0.147061001578525
3,simaam,0.065499284036953
3,sipagu,0
3,sipapa,0.021157165420505
3,sloate,0.012491504722712
3,solaar,NA
3,solaas,0.228339229003809
3,solaha,0.379788491558432
3,solast,Inf
3,soroaf,0.015169165001536
3,spacme,NA
3,sponmo,0.090834280803958
3,sponra,0.075310099499806
3,stemgr,NA
3,sterap,0.033390187921087
3,stylst,0.017151422907135
3,swars1,0.003105840501501
3,swars2,0.002809952250891
3,sympgl,0.026943204622131
3,tab1gu,0.005845150243563
3,tab1ro,0.042536459937183
3,tab2ar,0.010342972709902
3,tachve,0.035348893766903
3,taline,0.006275135625872
3,talipr,0.00410371085384
3,termam,0
3,termob,0.01943379541992
3,ternte,NA
3,tet2pa,0.014557738500866
3,tet4jo,0
3,theoca,0
3,thevah,0.012285165277088
3,tocopi,0
3,tratas,0.117906688570572
3,tremin,NA
3,tremmi,0.14417540301795
3,tri1gi,0
3,tri2pa,0.021002004135076
3,tri2tu,0.022600077863598
3,tri4ga,NA
3,tripcu,0.035673975269733
3,tropra,0.014367175761487
3,turpoc,0
3,uniden,0.144298664975503
3,unonpi,0.035469740405566
3,urerba,0.304469353897159
3,verbgi,NA
3,virose,0.027555495131173
3,virosp,0.05668407264558
3,virosu,0.02793095832669
3,vismba,0.06493847513379
3,vismbi,0
3,vismma,NA
3,vochfe,0.018054768041734
3,xyl1ma,0.005858161576784
3,xyl2ch,NA
3,xyl2ol,0.04406313326239
3,zantbe,0.184026743402413
3,zantp1,0.084123378824821
3,zantpr,0.046291643762126
3,zantse,NA
3,zuelgu,0.084870869354
4,acacme,0
4,acaldi,0.069982218799015
4,acalma,0.167241973447313
4,ade1tr,0.114939435706501
4,aegipa,0.12267967333932
4,alchco,0.218720141904549
4,alchla,0
4,alibed,0.026520709537813
4,allops,0.060779207552144
4,alsebl,0.018017450197205
4,amaico,0.032493999890006
4,anacex,Inf
4,anaxpa,0.006214117415174
4,andiin,0.014784908422962
4,annoac,0.029901859651302
4,annoha,NA
4,annosp,0.25807671842018
4,apeihy,NA
4,apeime,0.062130212557392
4,apeiti,0
4,aphesi,0.081393861355596
4,appuse,0
4,ardiba,0
4,ardife,0.005663507269914
4,ardigu,0.044796736351278
4,aspicr,0.010710785214631
4,ast2gr,0.030833753889053
4,banagu,0.219632259680365
4,beilpe,0.026765095568676
4,bertgu,Inf
4,boropa,0
4,brosal,0.007133758341106
4,brosgu,0
4,calolo,0.030755974004123
4,cappfr,0.009156416121073
4,carica,NA
4,caseac,0.017764881533782
4,casear,0.051332428958815
4,caseco,0
4,casegu,0.044892967291388
4,casesy,0.057608075280963
4,cassel,0.009372184046652
4,cavapl,0.138534614336263
4,cecrin,0.086696308620563
4,cecrlo,NA
4,cecrob,0.069608089519952
4,cedrod,Inf
4,ceibpe,0
4,celtsc,0.017427922237632
4,cespma,0
4,cestme,0.099452924004378
4,cha2sc,0.010997459909122
4,chimpa,0
4,chr1ec,0.011452159838674
4,chr2ar,0.017097715837351
4,chr2ca,0.033368844966126
4,clidde,Inf
4,clidoc,0.358761158228715
4,clidse,NA
4,cnempe,NA
4,coccco,0.022638599848268
4,coccma,0.007449647388998
4,colugl,NA
4,conobr,0
4,conoci,0.101962409192507
4,cordal,0.094176379945898
4,cordbi,0.12494578190946
4,cordla,0.044245952756081
4,cou2cu,0.01565807577073
4,couthe,NA
4,crotbi,0.254641770720777
4,cupaci,0.139130980600579
4,cupala,0
4,cuparu,0.002029248093208
4,cupasy,0.001244530742263
4,cyphha,Inf
4,dendar,0.063941403208471
4,des2pa,0.021620653069324
4,dio2ar,0.003743532238713
4,diptpa,0.074069876011965
4,drypst,0.01719325461518
4,entesc,0
4,ery1co,0.069093420711382
4,ery2ma,0.044702089641607
4,ery2pa,0.027788704455302
4,eugeco,0.040794321786212
4,eugega,0.013725385143455
4,eugene,0.009556404227787
4,eugeoe,0.04580948002393
4,faraoc,0.011679968724276
4,gar2in,0.010135454884499
4,gar2ma,0.011897902897293
4,geniam,0.016956207338422
4,guapst,0.064483561143852
4,guargr,0.027499200456997
4,guargu,0.020940710899805
4,guarsp,0.038302462878607
4,guatdu,0.04557179458503
4,guazul,0.057497059897682
4,guetfo,0.032823228353479
4,gustsu,0.045723391748557
4,hameax,0.130379152893453
4,hamepa,0
4,hampap,0.41537655077854
4,hassfl,0.077246796420554
4,heisac,0.006811953358265
4,heisco,0.009382289975581
4,herrpu,0.007993286223973
4,hirtam,0.073503933453874
4,hirttr,0.02222019790519
4,huracr,0.138213188316921
4,hybapr,0.033681111021241
4,hyeral,0.093231238795978
4,ingaco,0.044768439272481
4,ingafa,0.048582414210937
4,ingago,0.028238274109898
4,ingam1,NA
4,ingama,0.095478493940704
4,ingami,0.057670624019217
4,ingape,0.030947220091982
4,ingapu,0.057516730462135
4,ingaqu,0.016491567283922
4,ingaru,0.09371208493047
4,ingas1,0.017594083842819
4,ingasa,0.023941018881796
4,ingasp,0
4,ingath,0
4,ingaum,0.032353455170256
4,jac1co,0.102179112311352
4,koanwe,0.321896395529819
4,laciag,0.038127908066906
4,lacmpa,0.022652447271274
4,laetpr,0
4,laetth,0.035699628848284
4,lafopu,NA
4,leandi,NA
4,licahy,0.01410335707052
4,licapl,0.032293735282905
4,lindla,0.06782366690171
4,loncla,0.035407853847993
4,lopida,NA
4,lozapi,0.080882649228021
4,luehse,0.118855087350412
4,lycima,NA
4,maclti,NA
4,macrgl,0.042404729624324
4,malmsp,0.006607826179568
4,malpro,0.039859337568811
4,maquco,0.006402143169426
4,mar1la,0
4,margno,0
4,maytsc,0.021991398539228
4,micoaf,0.054966678291424
4,micoar,0.190009445131729
4,micodo,NA
4,micoel,0.081148564787127
4,micoho,0.012524905973229
