"","day","pft","date","dbh","N_co","SMP","NPP","FSDS","water_def","H20_mort_rate","e_frac","c_repro","light"
"31",7,"latedi",2003-01-08 11:30:00,500,800,-203076.298177083,-1.79365514522942,19300140.2089119,8823593.24720052,0.00348041733639576,0.0941061453349794,0,0.579004206267357
"32",7,"latedt",2003-01-08 11:30:00,500,800,-203076.298177083,-1.79365514522942,19300140.2089119,9205701.59147135,0.00370419897371109,0.0939424887937405,0,0.579004206267357
"33",8,"earlydi",2003-01-09 11:30:00,500,800,-239916.744140625,-2.00729427524493,19232100.2849579,9597499.66230469,0.00378568042235352,0.0601259160195923,0,0.576963008548737
"34",8,"earlydt",2003-01-09 11:30:00,500,800,-239916.744140625,-2.00729427524493,19232100.2849579,9998774.59511719,0.00402331644422572,0.072322415421456,0,0.576963008548737
"35",8,"latedi",2003-01-09 11:30:00,500,800,-239916.744140625,-2.00729427524493,19232100.2849579,10409328.9524089,0.00410590197567238,0.0941061453349794,0,0.576963008548737
"36",8,"latedt",2003-01-09 11:30:00,500,800,-239916.744140625,-2.00729427524493,19232100.2849579,10828975.723763,0.00435737356503798,0.0939424887937405,0,0.576963008548737
"37",9,"earlydi",2003-01-10 11:30:00,500,800,-266129.12109375,-2.04545382584911,19702260.1764679,11257530.2763672,0.00444047027567817,0.0601259160195923,0,0.591067805294037
"38",9,"earlydt",2003-01-10 11:30:00,500,800,-266129.12109375,-2.04545382584911,19702260.1764679,11694815.5034505,0.00470577100019795,0.072322415421456,0,0.591067805294037
"39",9,"latedi",2003-01-10 11:30:00,500,800,-266129.12109375,-2.04545382584911,19702260.1764679,12140644.1810547,0.00478880964919379,0.0941061453349794,0,0.591067805294037
"40",9,"latedt",2003-01-10 11:30:00,500,800,-266129.12109375,-2.04545382584911,19702260.1764679,12594838.6711589,0.00506792317958535,0.0939424887937405,0,0.591067805294037
"41",10,"earlydi",2003-01-11 11:30:00,500,800,-281781.05078125,-2.06367735372623,16331759.8417282,13057241.2263672,0.0051503562615115,0.0601259160195923,0,0.489952795251846
"42",10,"earlydt",2003-01-11 11:30:00,500,800,-281781.05078125,-2.06367735372623,16331759.8417282,13527592.2815755,0.00544324546568158,0.072322415421456,0,0.489952795251846
"43",10,"latedi",2003-01-11 11:30:00,500,800,-281781.05078125,-2.06367735372623,16331759.8417282,14005052.8419922,0.0055242152876747,0.0941061453349794,0,0.489952795251846
"44",10,"latedt",2003-01-11 11:30:00,500,800,-281781.05078125,-2.06367735372623,16331759.8417282,14489102.1055339,0.00583013870436957,0.0939424887937405,0,0.489952795251846
"45",11,"earlydi",2003-01-12 11:30:00,500,800,-297641.716145833,-2.11741078164778,17951040.3653383,14979756.2466797,0.00590868163063477,0.0601259160195923,0,0.53853121096015
"46",11,"earlydt",2003-01-12 11:30:00,500,800,-297641.716145833,-2.11741078164778,17951040.3653383,15477075.255013,0.00622768028118381,0.072322415421456,0,0.53853121096015
"47",11,"latedi",2003-01-12 11:30:00,500,800,-297641.716145833,-2.11741078164778,17951040.3653383,15981115.8076172,0.00630366234633789,0.0941061453349794,0,0.53853121096015
"48",11,"latedt",2003-01-12 11:30:00,500,800,-297641.716145833,-2.11741078164778,17951040.3653383,16491899.3159505,0.00663602615332295,0.0939424887937405,0,0.53853121096015
"49",12,"earlydi",2003-01-13 11:30:00,500,800,-313391.076822917,-2.15984343958553,15248699.5890856,17009441.6576172,0.006709279764949,0.0601259160195923,0,0.457460987672567
"50",12,"earlydt",2003-01-13 11:30:00,500,800,-313391.076822917,-2.15984343958553,15248699.5890856,17533743.9289714,0.00705524458094323,0.072322415421456,0,0.457460987672567
"51",12,"latedi",2003-01-13 11:30:00,500,800,-313391.076822917,-2.15984343958553,15248699.5890856,18064791.333138,0.00712555658140444,0.0941061453349794,0,0.457460987672567
"52",12,"latedt",2003-01-13 11:30:00,500,800,-313391.076822917,-2.15984343958553,15248699.5890856,18602567.1461589,0.00748531868500201,0.0939424887937405,0,0.457460987672567
"53",13,"earlydi",2003-01-14 11:30:00,500,800,-328890.111979167,-2.14215971936937,18270360.122931,19147054.9123047,0.00755244943763129,0.0601259160195923,0,0.54811080368793
"54",13,"earlydt",2003-01-14 11:30:00,500,800,-328890.111979167,-2.14215971936937,18270360.122931,19698225.5222005,0.00792619074583783,0.072322415421456,0,0.54811080368793
"55",13,"latedi",2003-01-14 11:30:00,500,800,-328890.111979167,-2.14215971936937,18270360.122931,20256044.705013,0.00798988430031069,0.0941061453349794,0,0.54811080368793
"56",13,"latedt",2003-01-14 11:30:00,500,800,-328890.111979167,-2.14215971936937,18270360.122931,20820466.083138,0.00837775897154839,0.0939424887937405,0,0.54811080368793
"57",14,"earlydi",2003-01-15 11:30:00,500,800,-344069.348958333,-2.19996617597644,18651599.6178925,21391426.3544922,0.00843772928427192,0.0601259160195923,0,0.559547988536775
"58",14,"earlydt",2003-01-15 11:30:00,500,800,-344069.348958333,-2.19996617597644,18651599.6178925,21968871.8185547,0.0088398555650851,0.072322415421456,0,0.559547988536775
"59",14,"latedi",2003-01-15 11:30:00,500,800,-344069.348958333,-2.19996617597644,18651599.6178925,22552758.3659505,0.00889581024434715,0.0941061453349794,0,0.559547988536775
"60",14,"latedt",2003-01-15 11:30:00,500,800,-344069.348958333,-2.19996617597644,18651599.6178925,23143045.2935547,0.00931232060621605,0.0939424887937405,0,0.559547988536775
"61",15,"earlydi",2003-01-16 11:30:00,500,800,-358869.8359375,-2.16433485620655,19704239.7432804,23739691.692513,0.00936398950093569,0.0601259160195923,0,0.591127192298412
"62",15,"earlydt",2003-01-16 11:30:00,500,800,-358869.8359375,-2.16433485620655,19704239.7432804,24342649.6070964,0.00979501853237925,0.072322415421456,0,0.591127192298412
"63",15,"latedi",2003-01-16 11:30:00,500,800,-358869.8359375,-2.16433485620655,19704239.7432804,24951848.2873047,0.00984211793554796,0.0941061453349794,0,0.591127192298412
"64",15,"latedt",2003-01-16 11:30:00,500,800,-358869.8359375,-2.16433485620655,19704239.7432804,25567216.2123047,0.0102877608092369,0.0939424887937405,0,0.591127192298412
"65",16,"earlydi",2003-01-17 11:30:00,500,800,-373287.950520833,-2.16402838632348,18673380.1291108,26017755.0188151,0.0102625589240882,0.0601259160195923,0,0.560201403873324
"66",16,"earlydt",2003-01-17 11:30:00,500,800,-373287.950520833,-2.16402838632348,18673380.1291108,26017755.0188151,0.0104690490432851,0.072322415421456,0,0.560201403873324
"67",16,"latedi",2003-01-17 11:30:00,500,800,-373287.950520833,-2.16402838632348,18673380.1291108,26017755.0188151,0.0102625589240882,0.0941061453349794,0,0.560201403873324
"68",16,"latedt",2003-01-17 11:30:00,500,800,-373287.950520833,-2.16402838632348,18673380.1291108,26037564.1202474,0.0104770198483853,0.0939424887937405,0,0.560201403873324
"69",17,"earlydi",2003-01-18 11:30:00,500,800,-387243.983072917,-2.1870157950616,17995499.6075392,26095234.2854818,0.0102931201903845,0.0601259160195923,0,0.539864988226175
"70",17,"earlydt",2003-01-18 11:30:00,500,800,-387243.983072917,-2.1870157950616,17995499.6075392,26189917.776888,0.010538324057843,0.072322415421456,0,0.539864988226175
"71",17,"latedi",2003-01-18 11:30:00,500,800,-387243.983072917,-2.1870157950616,17995499.6075392,26298500.9636068,0.0103732976023116,0.0941061453349794,0,0.539864988226175
"72",17,"latedt",2003-01-18 11:30:00,500,800,-387243.983072917,-2.1870157950616,17995499.6075392,26421391.9680339,0.0106314648633279,0.0939424887937405,0,0.539864988226175
"73",18,"earlydi",2003-01-19 11:30:00,500,800,-400828.0234375,-2.1475449873833,20284019.9368715,26558583.0688151,0.0104758855438104,0.0601259160195923,0,0.608520598106146
"74",18,"earlydt",2003-01-19 11:30:00,500,800,-400828.0234375,-2.1475449873833,20284019.9368715,26709875.9169922,0.0107475453094564,0.072322415421456,0,0.608520598106146
"75",18,"latedi",2003-01-19 11:30:00,500,800,-400828.0234375,-2.1475449873833,20284019.9368715,26874975.4852214,0.0106006847747262,0.0941061453349794,0,0.608520598106146
"76",18,"latedt",2003-01-19 11:30:00,500,800,-400828.0234375,-2.1475449873833,20284019.9368715,27053534.5261068,0.0108858269878858,0.0939424887937405,0,0.608520598106146
"77",19,"earlydi",2003-01-20 11:30:00,500,800,-414064.03125,-2.11263882010826,19089900.2821684,27245161.9276693,0.0107467027603584,0.0601259160195923,0,0.572697008465052
"78",19,"earlydt",2003-01-20 11:30:00,500,800,-414064.03125,-2.11263882010826,19089900.2821684,27449454.2888672,0.0110451375590918,0.072322415421456,0,0.572697008465052
"79",19,"latedi",2003-01-20 11:30:00,500,800,-414064.03125,-2.11263882010826,19089900.2821684,27666049.1995443,0.0109127194064869,0.0941061453349794,0,0.572697008465052
"80",19,"latedt",2003-01-20 11:30:00,500,800,-414064.03125,-2.11263882010826,19089900.2821684,27894610.1597005,0.0112242598023557,0.0939424887937405,0,0.572697008465052
"81",20,"earlydi",2003-01-21 11:30:00,500,800,-426981.4765625,-2.09988729984616,21113819.8207855,28134807.5182943,0.011097618521105,0.0601259160195923,0,0.633414594623566
"82",20,"earlydt",2003-01-21 11:30:00,500,800,-426981.4765625,-2.09988729984616,21113819.8207855,28386315.3235026,0.011422112594457,0.072322415421456,0,0.633414594623566
"83",20,"latedi",2003-01-21 11:30:00,500,800,-426981.4765625,-2.09988729984616,21113819.8207855,28648812.9919922,0.0113003651246191,0.0941061453349794,0,0.633414594623566
"84",20,"latedt",2003-01-21 11:30:00,500,800,-426981.4765625,-2.09988729984616,21113819.8207855,28921997.7802734,0.0116376610115862,0.0939424887937405,0,0.633414594623566
"85",21,"earlydi",2003-01-22 11:30:00,500,800,-439590.024739583,-2.07813499073382,21078900.3519058,29205597.6896484,0.0115199857553613,0.0601259160195923,0,0.632367010557175
"86",21,"earlydt",2003-01-22 11:30:00,500,800,-439590.024739583,-2.07813499073382,21078900.3519058,29251330.3639974,0.0117701781702751,0.072322415421456,0,0.632367010557175
"87",21,"latedi",2003-01-22 11:30:00,500,800,-439590.024739583,-2.07813499073382,21078900.3519058,29251330.3639974,0.0115380247546879,0.0941061453349794,0,0.632367010557175
"88",21,"latedt",2003-01-22 11:30:00,500,800,-439590.024739583,-2.07813499073382,21078900.3519058,29251330.3639974,0.0117701781702751,0.0939424887937405,0,0.632367010557175
"89",22,"earlydi",2003-01-23 11:30:00,500,800,-451887.377604167,-2.10979305920773,21519360.5496168,29251330.3639974,0.0115380247546879,0.0601259160195923,0,0.645580816488504
"90",22,"earlydt",2003-01-23 11:30:00,500,800,-451887.377604167,-2.10979305920773,21519360.5496168,29251330.3639974,0.0117701781702751,0.072322415421456,0,0.645580816488504
"91",22,"latedi",2003-01-23 11:30:00,500,800,-451887.377604167,-2.10979305920773,21519360.5496168,29273766.3508464,0.0115468745050561,0.0941061453349794,0,0.645580816488504
"92",22,"latedt",2003-01-23 11:30:00,500,800,-451887.377604167,-2.10979305920773,21519360.5496168,29327059.3123047,0.0118006500566178,0.0939424887937405,0,0.645580816488504
"93",23,"earlydi",2003-01-24 11:30:00,500,800,-463880.891927083,-2.11468320558197,20964780.0161362,29349885.5348307,0.0115768992942943,0.0601259160195923,0,0.628943400484085
"94",23,"earlydt",2003-01-24 11:30:00,500,800,-463880.891927083,-2.11468320558197,20964780.0161362,29349885.5348307,0.0118098348937771,0.072322415421456,0,0.628943400484085
"95",23,"latedi",2003-01-24 11:30:00,500,800,-463880.891927083,-2.11468320558197,20964780.0161362,29349885.5348307,0.0115768992942943,0.0941061453349794,0,0.628943400484085
"96",23,"latedt",2003-01-24 11:30:00,500,800,-463880.891927083,-2.11468320558197,20964780.0161362,29349885.5348307,0.0118098348937771,0.0939424887937405,0,0.628943400484085
"97",24,"earlydi",2003-01-25 11:30:00,500,800,-475573.903645833,-2.11354887214839,19006379.8953295,29349885.5348307,0.0115768992942943,0.0601259160195923,0,0.570191396859884
"98",24,"earlydt",2003-01-25 11:30:00,500,800,-475573.903645833,-2.11354887214839,19006379.8953295,29349885.5348307,0.0118098348937771,0.072322415421456,0,0.570191396859884
"99",24,"latedi",2003-01-25 11:30:00,500,800,-475573.903645833,-2.11354887214839,19006379.8953295,29349885.5348307,0.0115768992942943,0.0941061453349794,0,0.570191396859884
"100",24,"latedt",2003-01-25 11:30:00,500,800,-475573.903645833,-2.11354887214839,19006379.8953295,29349885.5348307,0.0118098348937771,0.0939424887937405,0,0.570191396859884
"101",25,"earlydi",2003-01-26 11:30:00,500,800,-486981.131510417,-2.11034159583505,18903600.341928,29349885.5348307,0.0115768992942943,0.0601259160195923,0,0.56710801025784
"102",25,"earlydt",2003-01-26 11:30:00,500,800,-486981.131510417,-2.11034159583505,18903600.341928,29354813.1994141,0.0118118176921452,0.072322415421456,0,0.56710801025784
"103",25,"latedi",2003-01-26 11:30:00,500,800,-486981.131510417,-2.11034159583505,18903600.341928,29382471.2494141,0.01158975254838,0.0941061453349794,0,0.56710801025784
"104",25,"latedt",2003-01-26 11:30:00,500,800,-486981.131510417,-2.11034159583505,18903600.341928,29426810.8195964,0.0118407881631233,0.0939424887937405,0,0.56710801025784
"105",26,"earlydi",2003-01-27 11:30:00,500,800,-498115.692708333,-2.08789997996064,21327299.7147202,29484369.1886068,0.0116299456243949,0.0601259160195923,0,0.639818991441607
"106",26,"earlydt",2003-01-27 11:30:00,500,800,-498115.692708333,-2.08789997996064,21327299.7147202,29554633.9417318,0.0118922217527444,0.072322415421456,0,0.639818991441607
"107",26,"latedi",2003-01-27 11:30:00,500,800,-498115.692708333,-2.08789997996064,21327299.7147202,29635877.7241536,0.0116897073245273,0.0941061453349794,0,0.639818991441607
"108",26,"latedt",2003-01-27 11:30:00,500,800,-498115.692708333,-2.08789997996064,21327299.7147202,29635877.7241536,0.0119249127032904,0.0939424887937405,0,0.639818991441607
"109",27,"earlydi",2003-01-28 11:30:00,500,800,-509003.040364583,-2.1286438088282,21252420.1681852,29635877.7241536,0.0116897073245273,0.0601259160195923,0,0.637572605045557
"110",27,"earlydt",2003-01-28 11:30:00,500,800,-509003.040364583,-2.1286438088282,21252420.1681852,29635877.7241536,0.0119249127032904,0.072322415421456,0,0.637572605045557
"111",27,"latedi",2003-01-28 11:30:00,500,800,-509003.040364583,-2.1286438088282,21252420.1681852,29635877.7241536,0.0116897073245273,0.0941061453349794,0,0.637572605045557
"112",27,"latedt",2003-01-28 11:30:00,500,800,-509003.040364583,-2.1286438088282,21252420.1681852,29635877.7241536,0.0119249127032904,0.0939424887937405,0,0.637572605045557
"113",28,"earlydi",2003-01-29 11:30:00,500,800,-519639.825520833,-2.14615518925712,19060380.0528288,29635877.7241536,0.0116897073245273,0.0601259160195923,0,0.571811401584864
"114",28,"earlydt",2003-01-29 11:30:00,500,800,-519639.825520833,-2.14615518925712,19060380.0528288,29635877.7241536,0.0119249127032904,0.072322415421456,0,0.571811401584864
"115",28,"latedi",2003-01-29 11:30:00,500,800,-519639.825520833,-2.14615518925712,19060380.0528288,29635877.7241536,0.0116897073245273,0.0941061453349794,0,0.571811401584864
"116",28,"latedt",2003-01-29 11:30:00,500,800,-519639.825520833,-2.14615518925712,19060380.0528288,29635877.7241536,0.0119249127032904,0.0939424887937405,0,0.571811401584864
"117",29,"earlydi",2003-01-30 11:30:00,500,800,-530018.463541667,-2.14232384096249,18848520.2828765,29635877.7241536,0.0116897073245273,0.0601259160195923,0,0.565455608486295
"118",29,"earlydt",2003-01-30 11:30:00,500,800,-530018.463541667,-2.14232384096249,18848520.2828765,29635877.7241536,0.0119249127032904,0.072322415421456,0,0.565455608486295
"119",29,"latedi",2003-01-30 11:30:00,500,800,-530018.463541667,-2.14232384096249,18848520.2828765,29635877.7241536,0.0116897073245273,0.0941061453349794,0,0.565455608486295
"120",29,"latedt",2003-01-30 11:30:00,500,800,-530018.463541667,-2.14232384096249,18848520.2828765,29635877.7241536,0.0119249127032904,0.0939424887937405,0,0.565455608486295
"121",30,"earlydi",2003-01-31 11:30:00,500,800,-540162.041666667,-2.15269412801717,14099759.8808885,29635877.7241536,0.0116897073245273,0.0601259160195923,0,0.422992796426654
"122",30,"earlydt",2003-01-31 11:30:00,500,800,-540162.041666667,-2.15269412801717,14099759.8808885,29635877.7241536,0.0119249127032904,0.072322415421456,0,0.422992796426654
"123",30,"latedi",2003-01-31 11:30:00,500,800,-540162.041666667,-2.15269412801717,14099759.8808885,29635877.7241536,0.0116897073245273,0.0941061453349794,0,0.422992796426654
"124",30,"latedt",2003-01-31 11:30:00,500,800,-540162.041666667,-2.15269412801717,14099759.8808885,29635877.7241536,0.0119249127032904,0.0939424887937405,0,0.422992796426654
"125",31,"earlydi",2003-02-01 11:30:00,500,800,-550081.544270833,-2.13732376068947,16588979.758966,29635877.7241536,0.0116897073245273,0.0601259160195923,0,0.497669392768979
"126",31,"earlydt",2003-02-01 11:30:00,500,800,-550081.544270833,-2.13732376068947,16588979.758966,29635877.7241536,0.0119249127032904,0.072322415421456,0,0.497669392768979
"127",31,"latedi",2003-02-01 11:30:00,500,800,-550081.544270833,-2.13732376068947,16588979.758966,29635877.7241536,0.0116897073245273,0.0941061453349794,0,0.497669392768979
"128",31,"latedt",2003-02-01 11:30:00,500,800,-550081.544270833,-2.13732376068947,16588979.758966,28727659.038737,0.0115594628036823,0.0939424887937405,0,0.497669392768979
"129",32,"earlydi",2003-02-02 11:30:00,500,800,-559771.270833333,-2.14094968687277,16289279.8716187,27821878.1710286,0.0109741852785724,0.0601259160195923,0,0.488678396148562
"130",32,"earlydt",2003-02-02 11:30:00,500,800,-559771.270833333,-2.14094968687277,16289279.8716187,26919593.313737,0.0108319315952894,0.072322415421456,0,0.488678396148562
"131",32,"latedi",2003-02-02 11:30:00,500,800,-559771.270833333,-2.14094968687277,16289279.8716187,26336204.943099,0.0103881697275557,0.0941061453349794,0,0.488678396148562
"132",32,"latedt",2003-02-02 11:30:00,500,800,-559771.270833333,-2.14094968687277,16289279.8716187,26336204.943099,0.0105971872271041,0.0939424887937405,0,0.488678396148562
"133",33,"earlydi",2003-02-03 11:30:00,500,800,-569248.1328125,-2.1135297116416,17422919.7219193,26336204.943099,0.0103881697275557,0.0601259160195923,0,0.522687591657579
"134",33,"earlydt",2003-02-03 11:30:00,500,800,-569248.1328125,-2.1135297116416,17422919.7219193,26331950.8390625,0.0105954754566704,0.072322415421456,0,0.522687591657579
"135",33,"latedi",2003-02-03 11:30:00,500,800,-569248.1328125,-2.1135297116416,17422919.7219193,26296847.7408854,0.0103726454977937,0.0941061453349794,0,0.522687591657579
"136",33,"latedt",2003-02-03 11:30:00,500,800,-569248.1328125,-2.1135297116416,17422919.7219193,26224904.1967448,0.0105524019267854,0.0939424887937405,0,0.522687591657579
"137",34,"earlydi",2003-02-04 11:30:00,500,800,-578527.557291667,-2.10991943604313,21152879.937011,26126748.275651,0.010305550708729,0.0601259160195923,0,0.63458639811033
"138",34,"earlydt",2003-02-04 11:30:00,500,800,-578527.557291667,-2.10991943604313,21152879.937011,26012940.4248698,0.0104671117423881,0.072322415421456,0,0.63458639811033
"139",34,"latedi",2003-02-04 11:30:00,500,800,-578527.557291667,-2.10991943604313,21152879.937011,25883271.908724,0.0102095128084411,0.0941061453349794,0,0.63458639811033
"140",34,"latedt",2003-02-04 11:30:00,500,800,-578527.557291667,-2.10991943604313,21152879.937011,25737854.031901,0.0103564222175983,0.0939424887937405,0,0.63458639811033
"141",35,"earlydi",2003-02-05 11:30:00,500,800,-587619.971354167,-2.13655134866713,21506039.9035692,25576937.1199219,0.0100886807528581,0.0601259160195923,0,0.645181197107077
"142",35,"earlydt",2003-02-05 11:30:00,500,800,-587619.971354167,-2.13655134866713,21506039.9035692,25400840.9709635,0.0102208145811734,0.072322415421456,0,0.645181197107077
"143",35,"latedi",2003-02-05 11:30:00,500,800,-587619.971354167,-2.13655134866713,21506039.9035692,25209944.335026,0.00994392248770472,0.0941061453349794,0,0.645181197107077
"144",35,"latedt",2003-02-05 11:30:00,500,800,-587619.971354167,-2.13655134866713,21506039.9035692,25004629.5845052,0.0100613866661461,0.0939424887937405,0,0.645181197107077
"145",36,"earlydi",2003-02-06 11:30:00,500,800,-596527.752604167,-2.12606778804911,19688040.2300477,24785358.8014323,0.00977644708278718,0.0601259160195923,0,0.590641206901431
"146",36,"earlydt",2003-02-06 11:30:00,500,800,-596527.752604167,-2.12606778804911,19688040.2300477,24552503.9779948,0.00987945993400266,0.072322415421456,0,0.590641206901431
"147",36,"latedi",2003-02-06 11:30:00,500,800,-596527.752604167,-2.12606778804911,19688040.2300477,24306413.1467448,0.00958752963010489,0.0941061453349794,0,0.590641206901431
"148",36,"latedt",2003-02-06 11:30:00,500,800,-596527.752604167,-2.12606778804911,19688040.2300477,24047404.8701823,0.0096762176739543,0.0939424887937405,0,0.590641206901431
"149",37,"earlydi",2003-02-07 11:30:00,500,800,-605258.427083333,-2.14783578048809,15585119.9815035,23775788.0454427,0.00937822750681351,0.0601259160195923,0,0.467553599445105
"150",37,"earlydt",2003-02-07 11:30:00,500,800,-605258.427083333,-2.14783578048809,15585119.9815035,23491873.8678385,0.00945268258015408,0.072322415421456,0,0.467553599445105
"151",37,"latedi",2003-02-07 11:30:00,500,800,-605258.427083333,-2.14783578048809,15585119.9815035,23195966.1759115,0.00914951999160952,0.0941061453349794,0,0.467553599445105
"152",37,"latedt",2003-02-07 11:30:00,500,800,-605258.427083333,-2.14783578048809,15585119.9815035,22888365.4722656,0.00920984229717355,0.0939424887937405,0,0.467553599445105
"153",38,"earlydi",2003-02-08 11:30:00,500,800,-613801.877604167,-2.15535307725077,14936400.0006437,22569357.5407552,0.00890235769663122,0.0601259160195923,0,0.448092000019312
"154",38,"earlydt",2003-02-08 11:30:00,500,800,-613801.877604167,-2.15535307725077,14936400.0006437,22239215.0480469,0.00894863653123791,0.072322415421456,0,0.448092000019312
"155",38,"latedi",2003-02-08 11:30:00,500,800,-613801.877604167,-2.15535307725077,14936400.0006437,21898185.2076823,0.00863761749858579,0.0941061453349794,0,0.448092000019312
"156",38,"latedt",2003-02-08 11:30:00,500,800,-613801.877604167,-2.15535307725077,14936400.0006437,21546518.5821615,0.00866990866758401,0.0939424887937405,0,0.448092000019312
"157",39,"earlydi",2003-02-09 11:30:00,500,800,-622167.690104167,-2.12141673546284,20060999.8839676,21184473.3186198,0.00835609780901114,0.0601259160195923,0,0.601829996519029
"158",39,"earlydt",2003-02-09 11:30:00,500,800,-622167.690104167,-2.12141673546284,20060999.8839676,20812284.4769531,0.00837446684905971,0.072322415421456,0,0.601829996519029
"159",39,"latedi",2003-02-09 11:30:00,500,800,-622167.690104167,-2.12141673546284,20060999.8839676,20430176.1326823,0.00805856947455801,0.0941061453349794,0,0.601829996519029
"160",39,"latedt",2003-02-09 11:30:00,500,800,-622167.690104167,-2.12141673546284,20060999.8839676,20038378.061849,0.00806306164869637,0.0939424887937405,0,0.601829996519029
"161",40,"earlydi",2003-02-10 11:30:00,500,800,-630375.755208333,-2.1365844833781,17773379.5790434,19637103.1290365,0.00774574623423105,0.0601259160195923,0,0.533201387371302
"162",40,"earlydt",2003-02-10 11:30:00,500,800,-630375.755208333,-2.1365844833781,17773379.5790434,19226548.7717448,0.0077363970057735,0.072322415421456,0,0.533201387371302
"163",40,"latedi",2003-02-10 11:30:00,500,800,-630375.755208333,-2.1365844833781,17773379.5790434,18806902.0003906,0.00741827801126519,0.0941061453349794,0,0.533201387371302
"164",40,"latedt",2003-02-10 11:30:00,500,800,-630375.755208333,-2.1365844833781,17773379.5790434,18378347.4477865,0.00739509694922836,0.0939424887937405,0,0.533201387371302
"165",41,"earlydi",2003-02-11 11:30:00,500,800,-638324.255208333,-2.09869826139766,16880400.0085831,17941062.2207031,0.00707675232038845,0.0601259160195923,0,0.506412000257492
"166",41,"earlydt",2003-02-11 11:30:00,500,800,-638324.255208333,-2.09869826139766,16880400.0085831,17495233.543099,0.00703974873519934,0.072322415421456,0,0.506412000257492
"167",41,"latedi",2003-02-11 11:30:00,500,800,-638324.255208333,-2.09869826139766,16880400.0085831,17041039.0529948,0.00672174318201461,0.0941061453349794,0,0.506412000257492
"168",41,"latedt",2003-02-11 11:30:00,500,800,-638324.255208333,-2.09869826139766,16880400.0085831,16578636.4977865,0.00667092754315693,0.0939424887937405,0,0.506412000257492
"169",42,"earlydi",2003-02-12 11:30:00,500,800,-645433.760416667,-2.08998582311324,20734379.5015812,16108285.4425781,0.00635382370235026,0.0601259160195923,0,0.622031385047436
"170",42,"earlydt",2003-02-12 11:30:00,500,800,-645433.760416667,-2.08998582311324,20734379.5015812,15630824.8821615,0.00628954620258401,0.072322415421456,0,0.622031385047436
"171",42,"latedi",2003-02-12 11:30:00,500,800,-645433.760416667,-2.08998582311324,20734379.5015812,15146775.6186198,0.00597456149401114,0.0941061453349794,0,0.622031385047436
"172",42,"latedt",2003-02-12 11:30:00,500,800,-645433.760416667,-2.08998582311324,20734379.5015812,14656121.477474,0.0058973441183169,0.0939424887937405,0,0.622031385047436
"173",43,"earlydi",2003-02-13 11:30:00,500,800,-652022.463541667,-2.08826093221433,21552120.0021029,14158802.4691406,0.0055848609739388,0.0601259160195923,0,0.646563600063086
"174",43,"earlydt",2003-02-13 11:30:00,500,800,-652022.463541667,-2.08826093221433,21552120.0021029,13654761.9165365,0.0054944161045111,0.072322415421456,0,0.646563600063086
"175",43,"latedi",2003-02-13 11:30:00,500,800,-652022.463541667,-2.08826093221433,21552120.0021029,13143978.4082031,0.00518456926101345,0.0941061453349794,0,0.646563600063086
"176",43,"latedt",2003-02-13 11:30:00,500,800,-652022.463541667,-2.08826093221433,21552120.0021029,12626436.0665365,0.00508063736963015,0.0939424887937405,0,0.646563600063086
"177",44,"earlydi",2003-02-14 11:30:00,500,800,-658627.341145833,-2.08883352752309,22833179.8217297,12102133.7951823,0.00477361944143301,0.0601259160195923,0,0.68499539465189
"178",44,"earlydt",2003-02-14 11:30:00,500,800,-658627.341145833,-2.08883352752309,22833179.8217297,11571086.3910156,0.00465598476209914,0.072322415421456,0,0.68499539465189
"179",44,"latedi",2003-02-14 11:30:00,500,800,-658627.341145833,-2.08883352752309,22833179.8217297,11033310.5779948,0.00435202806132017,0.0941061453349794,0,0.68499539465189
"180",44,"latedt",2003-02-14 11:30:00,500,800,-658627.341145833,-2.08883352752309,22833179.8217297,10488822.811849,0.00422050251238684,0.0939424887937405,0,0.68499539465189
"181",45,"earlydi",2003-02-15 11:30:00,500,800,-665292.208333333,-2.04916514921933,22122360.1786137,9937652.20195312,0.00391985170188151,0.0601259160195923,0,0.66367080535841
"182",45,"earlydt",2003-02-15 11:30:00,500,800,-665292.208333333,-2.04916514921933,22122360.1786137,9379833.01914062,0.00377426614341611,0.072322415421456,0,0.66367080535841
"183",45,"latedi",2003-02-15 11:30:00,500,800,-665292.208333333,-2.04916514921933,22122360.1786137,8815411.64101562,0.0034771901472895,0.0941061453349794,0,0.66367080535841
"184",45,"latedt",2003-02-15 11:30:00,500,800,-665292.208333333,-2.04916514921933,22122360.1786137,8244451.36966146,0.00331741019398282,0.0939424887937405,0,0.66367080535841
"185",46,"earlydi",2003-02-16 11:30:00,500,800,-672013.752604167,-2.0993012280087,20926440.7054424,7667005.90559896,0.00302420788498626,0.0601259160195923,0,0.627793221163273
"186",46,"earlydt",2003-02-16 11:30:00,500,800,-672013.752604167,-2.0993012280087,20926440.7054424,7083119.35820312,0.00285011231318173,0.072322415421456,0,0.627793221163273
"187",46,"latedi",2003-02-16 11:30:00,500,800,-672013.752604167,-2.0993012280087,20926440.7054424,6492832.43059896,0.00256106168095848,0.0941061453349794,0,0.627793221163273
"188",46,"latedt",2003-02-16 11:30:00,500,800,-672013.752604167,-2.0993012280087,20926440.7054424,5896186.03164062,0.00237251295082682,0.0939424887937405,0,0.627793221163273
