pft,R,se_R,R_no_mort_adjust_ha_yr
LD_DI,10.689455744291415,0.14363413050580837,8.847718057159199
LD_DI,10.689455744291415,0.13930614370264913,8.847718057159199
LD_DT,10.528262576609691,0.38818091902621665,6.310810512831223
LD_DT,10.528262576609691,0.3578812654256381,6.310810512831223
ST_DI,23.032703074764697,0.4429566533071642,20.74568758784716
ST_DI,23.032703074764697,0.41580593006184663,20.74568758784716
ST_DT,26.184396277920108,0.1999919706912307,22.78416465649908
ST_DT,26.184396277920108,0.20567662221343516,22.78416465649908
