"","pft","int","a","m","r","ra","n_dead"
"1","LD_DI",4,522.474285714286,0.077425866371756,83.5942857142857,92.0698461537376,40.5295513148512
"2","LD_DT",4,1418.65142857143,0.0740363025785319,45.2457142857143,48.5566466108313,105.247621802853
"3","ST_DI",4,652.24,0.0331651885225181,69.3742857142857,71.645655229913,20.8113280513994
"4","ST_DT",4,707.294285714286,0.0270577313328492,173.208571428571,178.938148588506,18.6718577379424
