year,pft,submodel,ED2
2001-01-01,LD_DI,0,0.09012169725630104
2001-01-01,LD_DT,0,0.11771661676898897
2001-01-01,ST_DI,0,0.07154730567649203
2001-01-01,ST_DT,0,0.07490585349634385
2002-01-01,LD_DI,1.7190806285872766,22.971444966014264
2002-01-01,LD_DT,4.232498156669544,36.80502923968837
2002-01-01,ST_DI,3.483890179113373,20.490616183130456
2002-01-01,ST_DT,6.665075704283214,23.889224013709786
2003-01-01,LD_DI,2.889281153740202,21.247610088227045
2003-01-01,LD_DT,7.068859212412918,34.78459405335882
2003-01-01,ST_DI,11.006391585156933,19.53131252717316
2003-01-01,ST_DT,21.86618256035364,23.180446793569942
2004-01-01,LD_DI,5.482187053429789,23.8242847295503
2004-01-01,LD_DT,13.158493822759,38.54148983278761
2004-01-01,ST_DI,18.054389551125308,21.55166727135126
2004-01-01,ST_DT,33.48771274021459,24.31513700189301
2005-01-01,LD_DI,3.407800784223765,26.008903657526105
2005-01-01,LD_DT,7.9258615766820455,39.76227396084113
2005-01-01,ST_DI,19.681071111077923,22.37577933500466
2005-01-01,ST_DT,35.934760789730746,24.64028756284648
2006-01-01,LD_DI,4.924864064144719,24.08522500873616
2006-01-01,LD_DT,11.926118338226932,37.80950048987222
2006-01-01,ST_DI,21.44378154424217,20.240035154632647
2006-01-01,ST_DT,39.54867581839583,24.012978615080915
2007-01-01,LD_DI,4.09371324933074,26.24377632687703
2007-01-01,LD_DT,9.878124118824331,40.03819060194922
2007-01-01,ST_DI,20.546043080577597,23.526933824362
2007-01-01,ST_DT,38.22145425442829,23.90284916630827
2008-01-01,LD_DI,3.5471480157174895,19.033643254559742
2008-01-01,LD_DT,9.142357436623003,31.9658113486104
2008-01-01,ST_DI,21.854932461534393,18.112594480224523
2008-01-01,ST_DT,38.72250669087226,22.011999652002512
2009-01-01,LD_DI,4.27397383770974,22.785386359711108
2009-01-01,LD_DT,11.353877282226074,36.636706750924574
2009-01-01,ST_DI,21.055982677070592,19.832566681878827
2009-01-01,ST_DT,38.84325976247772,23.179987753903248
2010-01-01,LD_DI,3.8105406714612267,20.936452207454654
2010-01-01,LD_DT,10.374738388674716,35.315949005991996
2010-01-01,ST_DI,19.156201714005917,19.583584899814795
2010-01-01,ST_DT,38.65242923760179,22.658704452341528
2011-01-01,LD_DI,5.2221874502686605,23.7235252868115
2011-01-01,LD_DT,14.133019917957963,38.1964798783808
2011-01-01,ST_DI,22.184679171986765,21.89453300593227
2011-01-01,ST_DT,40.89321506364088,23.777416743406217
2012-01-01,LD_DI,3.340997405071187,26.318962200951756
2012-01-01,LD_DT,8.553717106608111,39.26079818018505
2012-01-01,ST_DI,21.62097708537371,23.004110290340297
2012-01-01,ST_DT,39.00036525678345,24.24074636095553
2013-01-01,LD_DI,4.6134108776106375,24.640249125944383
2013-01-01,LD_DT,12.056375804878998,36.49475627653314
2013-01-01,ST_DI,22.60835625409309,21.191542459475073
2013-01-01,ST_DT,40.741773383277085,23.735338968923198
2014-01-01,LD_DI,3.7026622541928575,28.03485110217311
2014-01-01,LD_DT,9.307920274088985,37.817286979442486
2014-01-01,ST_DI,21.73965493288628,23.101348208514366
2014-01-01,ST_DT,39.151994199651845,24.790815649918155
2015-01-01,LD_DI,4.207293270814878,21.27957066759831
2015-01-01,LD_DT,11.099201853941736,29.903989073792065
2015-01-01,ST_DI,22.165726200599565,18.351472997590736
2015-01-01,ST_DT,40.814146518646446,21.978613480855763
2016-01-01,LD_DI,4.305436460762106,26.054921768433438
2016-01-01,LD_DT,11.141949932630002,33.416785691947446
2016-01-01,ST_DI,21.751446370364786,20.777096929390243
2016-01-01,ST_DT,40.98013281834513,23.305033949221848
2017-01-01,LD_DI,2.60341242475374,24.49294359389318
2017-01-01,LD_DT,6.77934030261779,31.52069466064714
2017-01-01,ST_DI,17.596632822500183,19.41674896690014
2017-01-01,ST_DT,35.981487684220504,22.83286579787289
2018-01-01,LD_DI,5.4850577757010495,28.249321534623604
2018-01-01,LD_DT,13.840957964682133,34.09330027457126
2018-01-01,ST_DI,20.821838105155273,20.79430093072483
2018-01-01,ST_DT,39.500155969105876,24.049021295848018
2019-01-01,LD_DI,4.189414062627422,31.180451905312687
2019-01-01,LD_DT,9.718570544128378,34.92371148677536
2019-01-01,ST_DI,20.694297588363913,22.938709971493505
2019-01-01,ST_DT,40.1119977685025,24.392711517009992
2020-01-01,LD_DI,5.037099342908585,29.186681309888957
2020-01-01,LD_DT,11.697804088571452,31.72132873817808
2020-01-01,ST_DI,22.01863926817483,21.37327160812477
2020-01-01,ST_DT,41.21349303976425,23.72018075991345
2021-01-01,LD_DI,3.874073167724693,32.343145952212254
2021-01-01,LD_DT,8.545838722111409,33.375280042485656
2021-01-01,ST_DI,21.502369578305192,23.30558577578231
2021-01-01,ST_DT,39.19779874048953,24.52805890837017
