"","year","pft","submodel","ED2"
"100",2025-01-01,"ST_DT",111.392020407706,43.7072347320346
"101",2026-01-01,"LD_DI",104.04337686631,37.6341575241686
"102",2026-01-01,"LD_DT",313.881214517938,73.670456645105
"103",2026-01-01,"ST_DI",61.7094968709858,35.1543099323565
"104",2026-01-01,"ST_DT",121.726421826252,46.5550209411715
"105",2027-01-01,"LD_DI",97.0231393883875,36.3621875217681
"106",2027-01-01,"LD_DT",298.22132522474,72.5199740733695
"107",2027-01-01,"ST_DI",57.1072045887298,34.5875566530792
"108",2027-01-01,"ST_DT",112.604310300401,46.5319115587243
"109",2028-01-01,"LD_DI",102.00913482933,36.0961141291119
"110",2028-01-01,"LD_DT",312.996275076246,72.595740020332
"111",2028-01-01,"ST_DI",60.8595658656476,34.8026451560404
"112",2028-01-01,"ST_DT",119.783955386014,46.2411933342921
"113",2029-01-01,"LD_DI",83.812878801329,29.3497390675771
"114",2029-01-01,"LD_DT",266.547894474391,60.3191092132349
"115",2029-01-01,"ST_DI",50.440650606536,28.345674449433
"116",2029-01-01,"ST_DT",106.723873018831,41.2742422502289
"117",2030-01-01,"LD_DI",88.1585479486332,31.2100720617861
"118",2030-01-01,"LD_DT",282.413660539575,65.5626074830852
"119",2030-01-01,"ST_DI",50.7816795517389,29.1716406729439
"120",2030-01-01,"ST_DT",108.827875739319,42.4893382781068
"121",2031-01-01,"LD_DI",85.5649989293171,31.0605055600388
"122",2031-01-01,"LD_DT",268.149742547149,64.721265149856
"123",2031-01-01,"ST_DI",49.4196939121667,29.8782885603273
"124",2031-01-01,"ST_DT",104.532298370232,42.3531988989752
"125",2032-01-01,"LD_DI",87.981324924738,31.8609500530249
"126",2032-01-01,"LD_DT",279.811730222353,67.299461124984
"127",2032-01-01,"ST_DI",50.3726263341498,30.1120969310326
"128",2032-01-01,"ST_DT",105.687249441998,43.815511007877
"129",2033-01-01,"LD_DI",100.767726552144,38.0577829565822
"130",2033-01-01,"LD_DT",297.755207814206,73.1702732691838
"131",2033-01-01,"ST_DI",55.1758373405516,33.8195708251636
"132",2033-01-01,"ST_DT",111.683842012793,47.0086904265816
"133",2034-01-01,"LD_DI",100.948556183199,36.9425927822519
"134",2034-01-01,"LD_DT",294.637366586982,72.5012239317664
"135",2034-01-01,"ST_DI",54.220001880182,33.2369480563065
"136",2034-01-01,"ST_DT",108.780607903534,47.2348201043614
"137",2035-01-01,"LD_DI",100.647938139216,36.129313048865
"138",2035-01-01,"LD_DT",289.444047224616,68.9738989046714
"139",2035-01-01,"ST_DI",57.3416148400595,32.1522551527273
"140",2035-01-01,"ST_DT",117.106966540719,46.2269654432758
