SMPrange
-185948.08959960938
-185021.06841664817
-184094.047233687
-183167.02605072578
-182240.00486776457
-181312.98368480336
-180385.96250184218
-179458.94131888097
-178531.92013591976
-177604.89895295858
-176677.87776999737
-175750.85658703616
-174823.83540407498
-173896.81422111377
-172969.79303815257
-172042.77185519136
-171115.75067223018
-170188.72948926897
-169261.70830630776
-168334.68712334658
-167407.66594038537
-166480.64475742416
-165553.62357446295
-164626.60239150177
-163699.58120854056
-162772.56002557935
-161845.53884261817
-160918.51765965697
-159991.49647669576
-159064.47529373458
-158137.45411077337
-157210.43292781216
-156283.41174485098
-155356.39056188977
-154429.36937892856
-153502.34819596735
-152575.32701300617
-151648.30583004496
-150721.28464708375
-149794.26346412254
-148867.24228116137
-147940.22109820016
-147013.19991523895
-146086.17873227777
-145159.15754931656
-144232.13636635535
-143305.11518339417
-142378.09400043296
-141451.07281747175
-140524.05163451057
-139597.03045154936
-138670.00926858815
-137742.98808562697
-136815.96690266576
-135888.94571970456
-134961.92453674335
-134034.90335378214
-133107.88217082096
-132180.86098785975
-131253.83980489854
-130326.81862193736
-129399.79743897615
-128472.77625601496
-127545.75507305376
-126618.73389009255
-125691.71270713134
-124764.69152417015
-123837.67034120896
-122910.64915824775
-121983.62797528655
-121056.60679232536
-120129.58560936415
-119202.56442640295
-118275.54324344175
-117348.52206048055
-116421.50087751936
-115494.47969455815
-114567.45851159695
-113640.43732863574
-112713.41614567455
-111786.39496271336
-110859.37377975215
-109932.35259679095
-109005.33141382974
-108078.31023086855
-107151.28904790734
-106224.26786494614
-105297.24668198495
-104370.22549902374
-103443.20431606255
-102516.18313310134
-101589.16195014014
-100662.14076717895
-99735.11958421774
-98808.09840125655
-97881.07721829534
-96954.05603533414
-96027.03485237295
-95100.01366941174
-94172.99248645054
-93245.97130348934
-92318.95012052814
-91391.92893756695
-90464.90775460574
-89537.88657164454
-88610.86538868333
-87683.84420572214
-86756.82302276095
-85829.80183979974
-84902.78065683854
-83975.75947387733
-83048.73829091614
-82121.71710795493
-81194.69592499374
-80267.67474203254
-79340.65355907133
-78413.63237611014
-77486.61119314893
-76559.59001018773
-75632.56882722654
-74705.54764426533
-73778.52646130414
-72851.50527834293
-71924.48409538173
-70997.46291242054
-70070.44172945933
-69143.42054649814
-68216.39936353693
-67289.37818057573
-66362.35699761454
-65435.33581465333
-64508.314631692134
-63581.293448730925
-62654.27226576973
-61727.251082808536
-60800.22989984733
-59873.20871688613
-58946.187533924924
-58019.16635096373
-57092.145168002535
-56165.123985041326
-55238.10280208013
-54311.08161911892
-53384.06043615771
-52457.03925319653
-51530.018070235325
-50602.996887274116
-49675.975704312936
-48748.95452135173
-47821.93333839052
-46894.91215542934
-45967.89097246813
-45040.86978950692
-44113.84860654571
-43186.82742358453
-42259.80624062332
-41332.78505766211
-40405.76387470093
-39478.742691739724
-38551.721508778515
-37624.700325817335
-36697.67914285613
-35770.65795989492
-34843.63677693371
-33916.61559397253
-32989.59441101132
-32062.57322805011
-31135.55204508893
-30208.53086212772
-29281.509679166513
-28354.488496205304
-27427.467313244124
-26500.446130282915
-25573.424947321706
-24646.403764360526
-23719.382581399317
-22792.361398438108
-21865.34021547693
-20938.31903251572
-20011.29784955451
-19084.2766665933
-18157.25548363212
-17230.234300670912
-16303.213117709704
-15376.191934748524
-14449.170751787315
-13522.149568826106
-12595.128385864926
-11668.107202903717
-10741.086019942508
-9814.064836981299
-8887.043654020119
-7960.02247105891
-7033.001288097701
-6105.980105136521
-5178.958922175312
-4251.937739214103
-3324.916556252894
-2397.8953732917143
-1470.8741903305054
