yr,pft,ba_per_pft,run
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151174.44068125635,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,151221.62582487985,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,150810.0800845921,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,151520.35829540715,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152224.1362406686,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,152983.33125016093,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,153694.2887631841,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154395.06822699308,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,154995.382742472,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2001,LD_DI,155740.02200637385,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,156329.38684908673,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155245.15202029794,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155290.56068483368,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,155303.2729909718,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,154860.28945194557,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155116.3028944172,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,155812.69831832126,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153001.07810491323,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
2002,LD_DI,153679.3026061356,ED2_output
