date,NPP,c_repro,seedbank,seedpool,R
2001-01-26,4.1599327700172505e-8,1.0876101526649664e-9,5.544640085281539e-4,0,0
2001-01-27,4.1599327700172505e-8,1.0876101526649664e-9,5.762419621213507e-4,0,0
2001-01-28,4.1599327700172505e-8,1.0876101526649664e-9,5.979894862451433e-4,0,0
2001-01-29,4.1599327700172505e-8,1.0876101526649664e-9,6.197066234174204e-4,0,0
2001-01-30,4.1599327700172505e-8,1.0876101526649664e-9,6.413934160966623e-4,0,0
2001-02-01,3.375186662458751e-8,9.688503633728058e-10,6.630499066820235e-4,0,0
2001-02-02,3.375186662458751e-8,9.688503633728058e-10,6.82213534522654e-4,0,0
2001-02-03,3.375186662458751e-8,9.688503633728058e-10,7.013503857873976e-4,0,0
2001-02-04,3.375186662458751e-8,9.688503633728058e-10,7.204604978900999e-4,0,0
2001-02-05,3.375186662458751e-8,9.688503633728058e-10,7.395439081923301e-4,0,0
2001-02-06,3.375186662458751e-8,9.688503633728058e-10,7.586006540034531e-4,0,0
2001-02-07,3.375186662458751e-8,9.688503633728058e-10,7.776307725807028e-4,0,0
2001-02-08,3.375186662458751e-8,9.688503633728058e-10,7.966343011292558e-4,0,0
2001-02-09,3.375186662458751e-8,9.688503633728058e-10,8.156112768023024e-4,0,0
2001-02-10,3.375186662458751e-8,9.688503633728058e-10,8.345617367011209e-4,0,0
2001-02-11,3.375186662458751e-8,9.688503633728058e-10,8.534857178751494e-4,0,0
2001-02-12,3.375186662458751e-8,9.688503633728058e-10,8.72383257322058e-4,0,0
2001-02-13,3.375186662458751e-8,9.688503633728058e-10,8.912543919878215e-4,0,0
2001-02-14,3.375186662458751e-8,9.688503633728058e-10,9.100991587667919e-4,0,0
2001-02-15,3.375186662458751e-8,9.688503633728058e-10,9.289175945017697e-4,0,0
2001-02-16,3.375186662458751e-8,9.688503633728058e-10,9.477097359840767e-4,0,0
2001-02-17,3.375186662458751e-8,9.688503633728058e-10,9.664756199536276e-4,0,0
2001-02-18,3.375186662458751e-8,9.688503633728058e-10,9.85215283099002e-4,0,0
2001-02-19,3.375186662458751e-8,9.688503633728058e-10,0.0010039287620575155,0,0
2001-02-20,3.375186662458751e-8,9.688503633728058e-10,0.0010226160934152925,0,0
2001-02-21,3.375186662458751e-8,9.688503633728058e-10,0.0010412773137073368,0,0
2001-02-22,3.375186662458751e-8,9.688503633728058e-10,0.001059912459417603,0,0
2001-02-23,3.375186662458751e-8,9.688503633728058e-10,0.0010785215669790688,0,0
2001-02-24,3.375186662458751e-8,9.688503633728058e-10,0.0010971046727738048,0,0
2001-02-25,3.375186662458751e-8,9.688503633728058e-10,0.0011156618131330466,0,0
2001-02-26,3.375186662458751e-8,9.688503633728058e-10,0.001134193024337266,0,0
2001-02-27,3.375186662458751e-8,9.688503633728058e-10,0.0011526983426162413,0,0
2001-03-01,8.24428336949789e-9,4.006428175175847e-10,0.0011711778041491282,0,0
2001-03-02,8.24428336949789e-9,4.006428175175847e-10,0.0011778490933936766,0,0
2001-03-03,8.24428336949789e-9,4.006428175175847e-10,0.0011845110611107875,0,0
2001-03-04,8.24428336949789e-9,4.006428175175847e-10,0.001191163720325061,0,0
2001-03-05,8.24428336949789e-9,4.006428175175847e-10,0.0011978070840428978,0,0
2001-03-06,8.24428336949789e-9,4.006428175175847e-10,0.0012044411652525264,0,0
2001-03-07,8.24428336949789e-9,4.006428175175847e-10,0.0012110659769240264,0,0
2001-03-08,8.24428336949789e-9,4.006428175175847e-10,0.0012176815320093552,0,0
2001-03-09,8.24428336949789e-9,4.006428175175847e-10,0.0012242878434423731,0,0
2001-03-10,8.24428336949789e-9,4.006428175175847e-10,0.001230884924138868,0,0
2001-03-11,8.24428336949789e-9,4.006428175175847e-10,0.0012374727869965817,0,0
2001-03-12,8.24428336949789e-9,4.006428175175847e-10,0.0012440514448952339,0,0
2001-03-13,8.24428336949789e-9,4.006428175175847e-10,0.0012506209106965482,0,0
2001-03-14,8.24428336949789e-9,4.006428175175847e-10,0.001257181197244277,0,0
2001-03-15,8.24428336949789e-9,4.006428175175847e-10,0.0012637323173642267,0,0
2001-03-16,8.24428336949789e-9,4.006428175175847e-10,0.0012702742838642828,0,0
2001-03-17,8.24428336949789e-9,4.006428175175847e-10,0.0012768071095344352,0,0
2001-03-18,8.24428336949789e-9,4.006428175175847e-10,0.0012833308071468015,0,0
2001-03-19,8.24428336949789e-9,4.006428175175847e-10,0.0012898453894556548,0,0
2001-03-20,8.24428336949789e-9,4.006428175175847e-10,0.0012963508691974462,0,0
2001-03-21,8.24428336949789e-9,4.006428175175847e-10,0.0013028472590908315,0,0
2001-03-22,8.24428336949789e-9,4.006428175175847e-10,0.0013093345718366944,0,0
2001-03-23,8.24428336949789e-9,4.006428175175847e-10,0.0013158128201181726,0,0
2001-03-24,8.24428336949789e-9,4.006428175175847e-10,0.0013222820166006821,0,0
2001-03-25,8.24428336949789e-9,4.006428175175847e-10,0.0013287421739319421,0,0
2001-03-26,8.24428336949789e-9,4.006428175175847e-10,0.0013351933047419998,0,0
2001-03-27,8.24428336949789e-9,4.006428175175847e-10,0.001341635421643254,0,0
2001-03-28,8.24428336949789e-9,4.006428175175847e-10,0.0013480685372304821,0,0
2001-03-29,8.24428336949789e-9,4.006428175175847e-10,0.0013544926640808622,0,0
2001-03-30,8.24428336949789e-9,4.006428175175847e-10,0.0013609078147539995,0,0
2001-04-01,3.753345629195893e-9,2.734065092629997e-10,0.0013673140017919495,0,0
2001-04-02,3.753345629195893e-9,2.734065092629997e-10,0.0013710728656312766,0,0
2001-04-03,3.753345629195893e-9,2.734065092629997e-10,0.0013748264773594857,0,0
2001-04-04,3.753345629195893e-9,2.734065092629997e-10,0.001378574844315143,0,0
2001-04-05,3.753345629195893e-9,2.734065092629997e-10,0.0013823179738265612,0,0
2001-04-06,3.753345629195893e-9,2.734065092629997e-10,0.0013860558732118127,0,0
2001-04-07,3.753345629195893e-9,2.734065092629997e-10,0.001389788549778745,0,0
2001-04-08,3.753345629195893e-9,2.734065092629997e-10,0.0013935160108249946,0,0
2001-04-09,3.753345629195893e-9,2.734065092629997e-10,0.0013972382636380015,0,0
2001-04-10,3.753345629195893e-9,2.734065092629997e-10,0.0014009553154950233,0,0
2001-04-11,3.753345629195893e-9,2.734065092629997e-10,0.0014046671736631488,0,0
2001-04-12,3.753345629195893e-9,2.734065092629997e-10,0.0014083738453993136,0,0
2001-04-13,3.753345629195893e-9,2.734065092629997e-10,0.0014120753379503127,0,0
2001-04-14,3.753345629195893e-9,2.734065092629997e-10,0.0014157716585528157,0,0
2001-04-15,3.753345629195893e-9,2.734065092629997e-10,0.001419462814433381,0,0
2001-04-16,3.753345629195893e-9,2.734065092629997e-10,0.0014231488128084693,0,0
2001-04-17,3.753345629195893e-9,2.734065092629997e-10,0.0014268296608844586,0,0
2001-04-18,3.753345629195893e-9,2.734065092629997e-10,0.0014305053658576563,0,0
2001-04-19,3.753345629195893e-9,2.734065092629997e-10,0.0014341759349143165,0,0
2001-04-20,3.753345629195893e-9,2.734065092629997e-10,0.0014378413752306506,0,0
2001-04-21,3.753345629195893e-9,2.734065092629997e-10,0.0014415016939728442,0,0
2001-04-22,3.753345629195893e-9,2.734065092629997e-10,0.0014451568982970693,0,0
2001-04-23,3.753345629195893e-9,2.734065092629997e-10,0.001448806995349499,0,0
2001-04-24,3.753345629195893e-9,2.734065092629997e-10,0.001452451992266321,0,0
2001-04-25,3.753345629195893e-9,2.734065092629997e-10,0.0014560918961737525,0,0
2001-04-26,3.753345629195893e-9,2.734065092629997e-10,0.001459726714188053,0,0
2001-04-27,3.753345629195893e-9,2.734065092629997e-10,0.001463356453415539,0,0
2001-04-28,3.753345629195893e-9,2.734065092629997e-10,0.0014669811209525976,0,0
2001-04-29,3.753345629195893e-9,2.734065092629997e-10,0.0014706007238857004,0,0
2001-05-01,3.408298401848155e-8,9.397259187323081e-10,0.001474215269291417,0,0
2001-05-02,3.408298401848155e-8,9.397259187323081e-10,0.0014916415635111853,0,0
2001-05-03,3.408298401848155e-8,9.397259187323081e-10,0.001509043508662318,0,0
2001-05-04,3.408298401848155e-8,9.397259187323081e-10,0.001526421138766801,0,0
2001-05-05,3.408298401848155e-8,9.397259187323081e-10,0.0015437744877990832,0,0
2001-05-06,3.408298401848155e-8,9.397259187323081e-10,0.0015611035896861422,0,0
2001-05-07,3.408298401848155e-8,9.397259187323081e-10,0.0015784084783075508,0,0
2001-05-08,3.408298401848155e-8,9.397259187323081e-10,0.0015956891874955434,0,0
2001-05-09,3.408298401848155e-8,9.397259187323081e-10,0.0016129457510350815,0,0
2001-05-10,3.408298401848155e-8,9.397259187323081e-10,0.0016301782026639203,0,0
2001-05-11,3.408298401848155e-8,9.397259187323081e-10,0.001647386576072675,0,0
2001-05-12,3.408298401848155e-8,9.397259187323081e-10,0.001664570904904886,0,0
2001-05-13,3.408298401848155e-8,9.397259187323081e-10,0.001681731222757085,0,0
2001-05-14,3.408298401848155e-8,9.397259187323081e-10,0.0016988675631788603,0,0
2001-05-15,3.408298401848155e-8,9.397259187323081e-10,0.001715979959672923,0,0
2001-05-16,3.408298401848155e-8,9.397259187323081e-10,0.001733068445695172,0,0
2001-05-17,3.408298401848155e-8,9.397259187323081e-10,0.0017501330546547597,0,0
2001-05-18,3.408298401848155e-8,9.397259187323081e-10,0.0017671738199141573,0,0
2001-05-19,3.408298401848155e-8,9.397259187323081e-10,0.0017841907747892201,0,0
2001-05-20,3.408298401848155e-8,9.397259187323081e-10,0.0018011839525492518,0,0
2001-05-21,3.408298401848155e-8,9.397259187323081e-10,0.0018181533864170707,0,0
2001-05-22,3.408298401848155e-8,9.397259187323081e-10,0.0018350991095690745,0,0
2001-05-23,3.408298401848155e-8,9.397259187323081e-10,0.001852021155135304,0,0
2001-05-24,3.408298401848155e-8,9.397259187323081e-10,0.0018689195561995095,0,0
2001-05-25,3.408298401848155e-8,9.397259187323081e-10,0.0018857943457992147,0,0
2001-05-26,3.408298401848155e-8,9.397259187323081e-10,0.0019026455569257803,0,0
2001-05-27,3.408298401848155e-8,9.397259187323081e-10,0.0019194732225244705,0,0
2001-05-28,3.408298401848155e-8,9.397259187323081e-10,0.0019362773754945158,0,0
2001-05-29,3.408298401848155e-8,9.397259187323081e-10,0.0019530580486891787,0,0
2001-05-30,3.408298401848155e-8,9.397259187323081e-10,0.0019698152749158156,0,0
2001-06-01,4.219537208284083e-8,1.2350876740862843e-9,0.0019865490869359443,0,0
2001-06-02,4.219537208284083e-8,1.2350876740862843e-9,0.0020093841388243256,0,0
2001-06-03,4.219537208284083e-8,1.2350876740862843e-9,0.002032187284201849,0,0
2001-06-04,4.219537208284083e-8,1.2350876740862843e-9,0.0020549585676502146,0,0
2001-06-05,4.219537208284083e-8,1.2350876740862843e-9,0.00207769803368883,0,0
2001-06-06,4.219537208284083e-8,1.2350876740862843e-9,0.0021004057267748994,0,0
2001-06-07,4.219537208284083e-8,1.2350876740862843e-9,0.002123081691303505,0,0
2001-06-08,4.219537208284083e-8,1.2350876740862843e-9,0.0021457259716077016,0,0
2001-06-09,4.219537208284083e-8,1.2350876740862843e-9,0.002168338611958596,0,0
2001-06-10,4.219537208284083e-8,1.2350876740862843e-9,0.0021909196565654387,0,0
2001-06-11,4.219537208284083e-8,1.2350876740862843e-9,0.0022134691495757073,0,0
2001-06-12,4.219537208284083e-8,1.2350876740862843e-9,0.0022359871350751946,0,0
2001-06-13,4.219537208284083e-8,1.2350876740862843e-9,0.0022543095642092886,4.164092878804441e-6,0
2001-06-14,4.219537208284083e-8,1.2350876740862843e-9,0.00227147616842868,9.419656111062769e-6,1.544823109257802e-5
2001-06-15,4.219537208284083e-8,1.2350876740862843e-9,0.0022868507762047762,1.639314698580719e-5,3.482940282847658e-5
2001-06-16,4.219537208284083e-8,1.2350876740862843e-9,0.0022991338244097593,2.6368275513280907e-5,6.041647429552742e-5
2001-06-17,4.219537208284083e-8,1.2350876740862843e-9,0.0023113533250757627,3.628818848009754e-5,9.687376954263501e-5
2001-06-18,4.219537208284083e-8,1.2350876740862843e-9,0.0023235096155540067,4.615338293305584e-5,1.3285348974314873e-4
2001-06-19,4.219537208284083e-8,1.2350876740862843e-9,0.0023356030313416323,5.5964350638253385e-5,1.6835992035941656e-4
2001-06-20,4.219537208284083e-8,1.2350876740862843e-9,0.0023476339060923444,6.572157814731259e-5,2.0339729588504391e-4
2001-06-21,4.219537208284083e-8,1.2350876740862843e-9,0.002359602571626993,7.542554686277238e-5,2.3796980050800302e-4
2001-06-22,4.219537208284083e-8,1.2350876740862843e-9,0.0023715093579440858,8.507673310265588e-5,2.7208156876421755e-4
2001-06-23,4.219537208284083e-8,1.2350876740862843e-9,0.002383354593230244,9.467560816422434e-5,3.0573668618175364e-4
2001-06-24,4.219537208284083e-8,1.2350876740862843e-9,0.0023951386038705883,1.0422263838692781e-4,3.3893918991574634e-4
2001-06-25,4.219537208284083e-8,1.2350876740862843e-9,0.002406861714459066,1.1371828521456221e-4,3.7169306937418953e-4
2001-06-26,4.219537208284083e-8,1.2350876740862843e-9,0.0024185242478087163,1.2316300525664305e-4,4.0400226683471517e-4
2001-06-27,4.219537208284083e-8,1.2350876740862843e-9,0.002430126524961872,1.3255725034900555e-4,4.3587067805248605e-4
2001-06-28,4.219537208284083e-8,1.2350876740862843e-9,0.0024416688652003,1.4190146761364084e-4,4.673021528593229e-4
2001-06-29,4.219537208284083e-8,1.2350876740862843e-9,0.0024531515860552826,1.5119609951777781e-4,4.983004957541895e-4
2001-07-01,3.784341000851813e-8,1.1720172651178583e-9,0.002464575003317634,1.6044158393222014e-4,5.288694664851507e-4
2001-07-02,3.784341000851813e-8,1.1720172651178583e-9,0.0024752102142115854,1.6905914288935697e-4,5.575301086392958e-4
2001-07-03,3.784341000851813e-8,1.1720172651178583e-9,0.0024854322646901744,1.7799518453919896e-4,5.835688625858101e-4
2001-07-04,3.784341000851813e-8,1.1720172651178583e-9,0.002495217978017547,1.872699430731315e-4,6.103116972673096e-4
2001-07-05,3.784341000851813e-8,1.1720172651178583e-9,0.0025045421476663984,1.9690546381597804e-4,6.378054747546881e-4
2001-07-06,3.784341000851813e-8,1.1720172651178583e-9,0.002513377301904356,2.0692581745890856e-4,6.661012924790978e-4
2001-07-07,3.784341000851813e-8,1.1720172651178583e-9,0.0025216934339526557,2.1735734608528554e-4,6.95254989991999e-4
2001-07-08,3.784341000851813e-8,1.1720172651178583e-9,0.0025294576915796787,2.2822999846897074e-4,7.279831263038188e-4
2001-07-09,3.784341000851813e-8,1.1720172651178583e-9,0.0025366340186895988,2.3957563230480076e-4,7.619658690546658e-4
2001-07-10,3.784341000851813e-8,1.1720172651178583e-9,0.002543182739840859,2.514293774304701e-4,7.972951413626653e-4
2001-07-11,3.784341000851813e-8,1.1720172651178583e-9,0.002549060076587957,2.638300813019868e-4,8.340723488935642e-4
2001-07-12,3.784341000851813e-8,1.1720172651178583e-9,0.002554217581960134,2.768208309002079e-4,8.724096756895141e-4
2001-07-13,3.784341000851813e-8,1.1720172651178583e-9,0.00255860147610783,2.904495670769259e-4,9.124316028405553e-4
2001-07-14,3.784341000851813e-8,1.1720172651178583e-9,0.00256215186194041,3.0476981135061e-4,9.542766967532894e-4
2001-07-15,3.784341000851813e-8,1.1720172651178583e-9,0.002564801794144936,3.1984153033762556e-4,9.980997254738484e-4
2001-07-16,3.784341000851813e-8,1.1720172651178583e-9,0.0025664761679008025,3.357321697538449e-4,0.001044074176662095
2001-07-17,3.784341000851813e-8,1.1720172651178583e-9,0.0025681502078488813,3.5145807526317224e-4,0.0010923952705609277
2001-07-18,3.784341000851813e-8,1.1720172651178583e-9,0.002569823768413683,3.6702141666980763e-4,0.001139842392879063
2001-07-19,3.784341000851813e-8,1.1720172651178583e-9,0.002571496706912271,3.824243344711316e-4,0.0011864280303975725
2001-07-20,3.784341000851813e-8,1.1720172651178583e-9,0.002573168883510615,3.9766894025750033e-4,0.0012321644769285325
2001-07-21,3.784341000851813e-8,1.1720172651178583e-9,0.002574840161180544,4.127573171066816e-4,0.001277063836274515
2001-07-22,3.784341000851813e-8,1.1720172651178583e-9,0.0025765104056572844,4.2769151997300244e-4,0.0013211380251431923
2001-07-23,3.784341000851813e-8,1.1720172651178583e-9,0.0025781794853975784,4.424735760712764e-4,0.0013643987760177103
2001-07-24,3.784341000851813e-8,1.1720172651178583e-9,0.0025798472715383735,4.571054852555805e-4,0.0014068576399834823
2001-07-25,3.784341000851813e-8,1.1720172651178583e-9,0.0025815136378560814,4.7158922039294815e-4,0.0014485259895120448
2001-07-26,3.784341000851813e-8,1.1720172651178583e-9,0.002583178460726388,4.859267277320459e-4,0.0014894150212026037
2001-07-27,3.784341000851813e-8,1.1720172651178583e-9,0.0025848416190846183,5.001199272668987e-4,0.0015295357584818974
2001-07-28,3.784341000851813e-8,1.1720172651178583e-9,0.0025865029943866447,5.141707130957296e-4,0.0015688990542629877
2001-07-29,3.784341000851813e-8,1.1720172651178583e-9,0.0025881624705703264,5.280809537749782e-4,0.0016075155935635866
2001-07-30,3.784341000851813e-8,1.1720172651178583e-9,0.002589819934017485,5.418524926685599e-4,0.0016453958960845115
2001-08-01,3.935764013047879e-8,1.2097671782863974e-9,0.0025914752735163946,5.554871482924315e-4,0.0016825503187488584
2001-08-02,3.935764013047879e-8,1.2097671782863974e-9,0.002594870127774585,5.680279380631192e-4,0.0017194427398273516
2001-08-03,3.935764013047879e-8,1.2097671782863974e-9,0.0025992834952182917,5.794233168256068e-4,0.0017526939929207895
2001-08-04,3.935764013047879e-8,1.2097671782863974e-9,0.0026046115244898536,5.897899355651895e-4,0.0017821791476326826
2001-08-05,3.935764013047879e-8,1.2097671782863974e-9,0.002610764392622523,5.992290758229652e-4,0.0018082904079628611
2001-08-06,3.935764013047879e-8,1.2097671782863974e-9,0.0026176639580859267,6.078291745979631e-4,0.0018313682869223402
2001-08-07,3.935764013047879e-8,1.2097671782863974e-9,0.0026252418760816824,6.156678575465241e-4,0.0018517100756400848
2001-08-08,3.935764013047879e-8,1.2097671782863974e-9,0.0026334380723417815,6.228139390528889e-4,0.0018704279665469974
2001-08-09,3.935764013047879e-8,1.2097671782863974e-9,0.002642199497622076,6.293280711353993e-4,0.0018869210036702795
2001-08-10,3.935764013047879e-8,1.2097671782863974e-9,0.002651479103917157,6.352642086790977e-4,0.0019013901872361558
2001-08-11,3.935764013047879e-8,1.2097671782863974e-9,0.002661234997256774,6.40670533942096e-4,0.0019140142477349373
2001-08-12,3.935764013047879e-8,1.2097671782863974e-9,0.0026714297322150736,6.455902286253591e-4,0.0019249527124156293
2001-08-13,3.935764013047879e-8,1.2097671782863974e-9,0.0026820297209668295,6.500621224513101e-4,0.001934348467247032
2001-08-14,3.935764013047879e-8,1.2097671782863974e-9,0.0026930047355560646,6.541212410251839e-4,0.0019423299100211353
2001-08-15,3.935764013047879e-8,1.2097671782863974e-9,0.002704327486495832,6.577992710324954e-4,0.0019490127698927376
2001-08-16,3.935764013047879e-8,1.2097671782863974e-9,0.0027159732642471246,6.611249571853209e-4,0.0019545016530564006
2001-08-17,3.935764013047879e-8,1.2097671782863974e-9,0.0027275660822833683,6.644779930030693e-4,0.0019588913622339056
2001-08-18,3.935764013047879e-8,1.2097671782863974e-9,0.0027391061947794546,6.678577633229799e-4,0.001963310614992495
2001-08-19,3.935764013047879e-8,1.2097671782863974e-9,0.0027505938546016663,6.712636633003623e-4,0.0019677568241144227
2001-08-20,3.935764013047879e-8,1.2097671782863974e-9,0.002762029313314976,6.74695098251263e-4,0.0019722274550773786
2001-08-21,3.935764013047879e-8,1.2097671782863974e-9,0.0027734128211902957,6.781514834974482e-4,0.0019767200251148173
2001-08-22,3.935764013047879e-8,1.2097671782863974e-9,0.0027847446272116893,6.816322442136631e-4,0.0019812321022918576
2001-08-23,3.935764013047879e-8,1.2097671782863974e-9,0.0027960249790835333,6.851368152771426e-4,0.0019857613045965285
2001-08-24,3.935764013047879e-8,1.2097671782863974e-9,0.0028072541232376435,6.886646411193345e-4,0.0019903052990460895
2001-08-25,3.935764013047879e-8,1.2097671782863974e-9,0.0028184323048403527,6.922151755798093e-4,0.0019948618008082107
2001-08-26,3.935764013047879e-8,1.2097671782863974e-9,0.0028295597677995455,6.957878817623212e-4,0.0019994285723367493
2001-08-27,3.935764013047879e-8,1.2097671782863974e-9,0.002840636754771657,6.993822318929926e-4,0.0020040034225219123
2001-08-28,3.935764013047879e-8,1.2097671782863974e-9,0.002851663507168624,7.029977071805908e-4,0.002008584205854554
2001-08-29,3.935764013047879e-8,1.2097671782863974e-9,0.0028626402651647917,7.066337976788663e-4,0.0020131688216044
2001-08-30,3.935764013047879e-8,1.2097671782863974e-9,0.002873567267703789,7.102900021509239e-4,0.002017755213011955
2001-09-01,4.108160141052066e-8,1.2197585532907731e-9,0.002884444752505353,7.139658279355986e-4,0.002022341366493892
2001-09-02,4.108160141052066e-8,1.2197585532907731e-9,0.0028948403724655862,7.183020577731329e-4,0.002031274475147419
2001-09-03,4.108160141052066e-8,1.2197585532907731e-9,0.0029052475178191744,7.225867320878801e-4,0.002042047076810172
2001-09-04,4.108160141052066e-8,1.2197585532907731e-9,0.002915665933378057,7.268206986561719e-4,0.0020526549775966873
2001-09-05,4.108160141052066e-8,1.2197585532907731e-9,0.0029260953683474277,7.31004789651549e-4,0.002063100926683412
2001-09-06,4.108160141052066e-8,1.2197585532907731e-9,0.0029365355762294696,7.351398219499762e-4,0.0020733876211976384
2001-09-07,4.108160141052066e-8,1.2197585532907731e-9,0.002946986314729643,7.392288509747621e-4,0.0020902397625375477
2001-09-08,4.108160141052066e-8,1.2197585532907731e-9,0.0029574473456654457,7.4327259508968e-4,0.0021070150006778946
2001-09-09,4.108160141052066e-8,1.2197585532907731e-9,0.002967918434877572,7.472717584721287e-4,0.0021237143854672476
2001-09-10,4.108160141052066e-8,1.2197585532907731e-9,0.002978399352143393,7.51227031416915e-4,0.002140338947551485
2001-09-11,4.108160141052066e-8,1.2197585532907731e-9,0.002988889871092697,7.55139090633093e-4,0.002156889698720245
2001-09-12,4.108160141052066e-8,1.2197585532907731e-9,0.0029993897691256073,7.590085995340314e-4,0.002173367632246776
2001-09-13,4.108160141052066e-8,1.2197585532907731e-9,0.0030098988273326273,7.628362085208781e-4,0.002189773723221325
2001-09-14,4.108160141052066e-8,1.2197585532907731e-9,0.003020416830416735,7.666225552595838e-4,0.0022061089288782127
2001-09-15,4.108160141052066e-8,1.2197585532907731e-9,0.0030309435666174825,7.70368264951642e-4,0.0022223741889167204
2001-09-16,4.108160141052066e-8,1.2197585532907731e-9,0.003041478827637019,7.740739505987021e-4,0.0022385704258159347
2001-09-17,4.108160141052066e-8,1.2197585532907731e-9,0.0030519658894527144,7.777967323764892e-4,0.002254698545143667
2001-09-18,4.108160141052066e-8,1.2197585532907731e-9,0.0030624049820825064,7.815361311085316e-4,0.0022709238470074336
2001-09-19,4.108160141052066e-8,1.2197585532907731e-9,0.0030727963343863685,7.852916762821668e-4,0.0022872453159378725
2001-09-20,4.108160141052066e-8,1.2197585532907731e-9,0.0030831401740725084,7.890629058852369e-4,0.002303661947600575
2001-09-21,4.108160141052066e-8,1.2197585532907731e-9,0.003093436727703526,7.928493662460268e-4,0.002320172748643167
2001-09-22,4.108160141052066e-8,1.2197585532907731e-9,0.003103686220702541,7.966506118763767e-4,0.002336776736544529
2001-09-23,4.108160141052066e-8,1.2197585532907731e-9,0.003113888877359283,8.004662053179055e-4,0.0023534729394661495
2001-09-24,4.108160141052066e-8,1.2197585532907731e-9,0.0031240449208361455,8.042957169912791e-4,0.0023702603961055814
2001-09-25,4.108160141052066e-8,1.2197585532907731e-9,0.003134154573174211,8.081387250484643e-4,0.002387138155551967
2001-09-26,4.108160141052066e-8,1.2197585532907731e-9,0.003144218055299234,8.119948152279034e-4,0.0024041052771436194
2001-09-27,4.108160141052066e-8,1.2197585532907731e-9,0.003154235587027599,8.158635807125532e-4,0.002421160830327625
2001-09-28,4.108160141052066e-8,1.2197585532907731e-9,0.003164207387072236,8.197446219907271e-4,0.002438303894521438
2001-09-29,4.108160141052066e-8,1.2197585532907731e-9,0.0031741336730485093,8.236375467196847e-4,0.002455533558976461
2001-10-01,3.7877498954649915e-8,1.1601786681560538e-9,0.003184014661480068,8.275419695919122e-4,0.002472848922643561
2001-10-02,3.7877498954649915e-8,1.1601786681560538e-9,0.0031925791425189832,8.314919727109937e-4,0.002484836833629406
2001-10-03,3.7877498954649915e-8,1.1601786681560538e-9,0.003200171629012049,8.363838281915815e-4,0.0024969704450882313
2001-10-04,3.7877498954649915e-8,1.1601786681560538e-9,0.003206648829773283,8.423504036036943e-4,0.0025119286232439413
2001-10-05,3.7877498954649915e-8,1.1601786681560538e-9,0.003211834821710662,8.495556879113591e-4,0.0025301103592933537
2001-10-06,3.7877498954649915e-8,1.1601786681560538e-9,0.003215510780955065,8.582046865222742e-4,0.0025520080379191714
2001-10-07,3.7877498954649915e-8,1.1601786681560538e-9,0.003217400451616941,8.685574558854789e-4,0.0025782371246349965
2001-10-08,3.7877498954649915e-8,1.1601786681560538e-9,0.003217149084190643,8.809492998156212e-4,0.002608882063478837
2001-10-09,3.7877498954649915e-8,1.1601786681560538e-9,0.0032142920555778805,8.958216036830482e-4,0.0026456251945491806
2001-10-10,3.7877498954649915e-8,1.1601786681560538e-9,0.003208206592296501,9.1376860117281e-4,0.002689784879550834
